SIGN,DATE,TEXT
taurus,2013-01-05,"Discovering simple pleasures within your normal weekend routine is your best path to happiness now that the lovely Libra Moon is visiting your 6th House of Habits. You are usually most comfortable when everything goes according to your plan and today it just might, as long as you don't lose sight of the promises you made. Remember, enjoying a healthy balance between work and play makes more sense than extremes."
gemini,2013-01-05,"You receive a creative buzz from the artistic Libra Moon as she floats through your 5th House of Self-Expression. Your enthusiasm is amped even higher by mischievous Mercury today. You're in a rather playful mood, but you are also eager to do something productive with all of your ideas. However, there's no need to be overly concerned about the end result yet; just take enough time to express yourself as boldly as you can."
cancer,2013-01-05,"Logic isn't often your most important consideration because you watery crustaceans are primarily emotional beings. However, you may grow anxious today as your thoughts lead to one conclusion while your heart chooses not to go along for the analytical ride. For now, just stick to the facts. You'll be feeling more like your old self within a couple of days."
leo,2013-01-05,"You are in a rather noisy phase now that the people-pleasing Libra Moon is moving through your 3rd House of Information. There is a lot happening in your environment and it's hard to keep up with it all. Perhaps you have simply tried to pack too much into your schedule. Or maybe you have details to settle that you thought were already completed. Either way, don't get lazy and let your responsibilities slide, even if you wish you could take the day off. Take pride in your accomplishments."
virgo,2013-01-05,"Try to decipher the hidden meaning behind the information coming your way now, for there can be a chance for healing, especially around issues of love and romance. Your key planet Mercury is visiting your 5th House of Fun, yet it's tricky to know how deep you need to dig in order to overcome whatever's blocking your creativity. Take your time processing your feelings; things don't have to change overnight."
libra,2013-01-05,"You are painting your day with a very wide palette of feelings. Unfortunately, others may see you as moodier than usual, but you feel that your emotions are well justified by the current circumstances. Silently build your case for taking action, but don't say too much about your plans yet. Instead of overplaying your hand, wait a few days before sharing your ideas."
scorpio,2013-01-05,"You might try to find solace within your own inner world today since the evocative Moon is traveling through your 12th House of Secrets. Thankfully, you realize your ability to create peace in your life begins with accepting your own feelings. But don't overdo the all-is-good philosophy or you won't be motivated to make the changes necessary to be happy. Combining self-forgiveness with responsible action creates a strategy that gets positive results."
sagittarius,2013-01-05,"It may feel as if the good times won't last, but you actually have nothing to fear. Everything must wax and wane in its own time, as does the light of the Moon. If you have been riding a high recently, you might feel a bit down today. Don't be afraid to talk about your concerns; if you lean on your friends for support they will help you regain a healthy perspective."
capricorn,2013-01-05,"You want everyone to be happy, yet you're not prepared to sacrifice your integrity for any reason. You may be facing a dilemma now that creates stress from these two conflicting points of view. Ultimately, you are the judge that decides how it unfolds. Even if you're not the final authority, you are still responsible for your own actions -- and whatever you do today has a strong impact on the future."
aquarius,2013-01-05,"Even if you are feeling a bit sluggish today, something significant is developing that will require you to take action in the days ahead. Although you start out optimistic, your confidence might wane throughout the weekend. Nevertheless, you're in better shape to succeed than you think. Just keep everything running as smoothly as you can for now, but be ready to react accordingly when the pace speeds up."
pisces,2013-01-05,"You are intuitively picking up subtle messages that involve the needs of others, yet it's difficult to get a clear read on the situation. Someone's behavior may appear to be out of control, and you're concerned enough to step in and help. You're ready to swing into action, but might restrain yourself due to a lack of confidence. However, there's no reason to hold back; you're stronger than you realize. Let your friends lean on you while you are up for the challenge."
aries,2013-01-06,"There are distinct differences between your long-term ambitions and your present responsibilities. Even if you can see a clear path to your destination, initiating action may have to be temporarily delayed. However, once you accept that you cannot have everything go your way now, you'll be able to get on with your day and make the best of the current situation."
taurus,2013-01-06,"The noise level of personal drama today may be a bit too loud for your tastes. Although you would normally be uncomfortable with the tension, you recognize the potential of this moment won't last, empowering you to stick with the issues. Others will be disappointed if you simply try to satisfy their expectations without pursuing your heart's desires, too. Make sure that your actions are aligned with your feelings and your mind is open to change."
gemini,2013-01-06,"You may feel as if you're mired in quicksand today, and the more you struggle with relationship issues the deeper and more complex they become. You might even experience a moment of panic as you try unsuccessfully to remove yourself from a difficult situation. Fast talking and witty repartee won't help you now, so find a way to be comfortable in the present moment. You could be pleasantly surprised with what you learn about yourself once you settle into your feelings."
cancer,2013-01-06,"Intense demands on your time and energy make it difficult for you to follow your own agenda today. Even if you feel resentment rising, there's no easy way to express your annoyance; others may judge you as overly negative if you try. Your best strategy now is to apply yourself diligently to get as much done as possible and save your resistance for another day. A simple attitude adjustment on your part can make all the difference in the world."
leo,2013-01-06,"You have specific ideas about how to do your chores today and may disagree with someone about your chosen methods. Unfortunately, there won't be a winner in a conflict if push comes to shove, even if you really do know what's best. Sharing your perspective isn't enough now; avoid an escalation of emotions by being willing to compromise. Act in the spirit of collaboration for the most harmonious outcome."
virgo,2013-01-06,"Your sharp analysis can be so precise that you don't leave very much room for negotiation today. There's no question about it; you are a formidable opponent now because your perceptions are irrefutable. Unfortunately, being right doesn't give you permission to ignore someone else's perspective. Soliciting alternative points of view is a positive way to demonstrate your willingness to cooperate prior to finalizing your plans."
libra,2013-01-06,"Your honest participation in a discussion with close friends or family members is crucial today, even if you would rather avoid a messy confrontation. Although you have your own biases, it's easy for you to rationalize either point of view, enabling the opposing parties to trust you as an objective mediator. Do what you can to help, but be aware that you might not be able to fix the problem now. The final solution may have to wait until everyone else settles down."
scorpio,2013-01-06,"Loquacious Mercury connects with passionate Pluto today, giving you the ability to see through the veneer and quickly uncover a hidden truth. Your sixth sense is fully operational, but be careful how you use your intuitive knowledge. You have the power to upset the stability of the situation, making your life more complicated in the process. Your best bet now is to work cooperatively as part of a team and not strike out on your own."
sagittarius,2013-01-06,"You are eager to take on any authority figure that stands in your way today. You know you're right and you can inspire others to join your cause with the powerful weight your words carry now. However, caution is advised, because it's easier to get in over your head than it is to pull back and retreat. Be sure you know what your objectives are before you open your mouth."
capricorn,2013-01-06,"You may be worried that your long-term goals are not very realistic today, but your perspective could be warped by old fears. Messenger Mercury's current hook-up with shadowy Pluto in your sign might make everything seem darker than it actually is. Don't panic and impulsively take an unnecessary risk. You know what to do; your calm determination in the midst of a storm improves your chances for reaching your destination."
aquarius,2013-01-06,"It's your turn to step up to the plate and show everyone what you can do today. Friends and family may be relying on you and you don't want to let them down. Meeting your responsibilities and setting a positive example for others to follow demonstrates your best intentions. Fortunately, fulfilling your obligations enables you to come through with flying colors."
pisces,2013-01-06,"You want to participate in a group activity today, but may find it challenging to let go of your own agenda in order to interact socially. It's difficult to join in because you might feel restrained by the very same people you want to engage. It's useful to discuss your concerns to clarify the differences, but there's no need to dwell on the matter. Ultimately, connecting with others feels much better than isolating yourself from the fun."
aries,2013-01-07,"It's hard to get much started today, especially if you're worried about the disapproval you might receive from your peers. You may think that you waited too long, but there isn't anything to be gained by self-criticism now. Be satisfied with whatever you accomplish, even if it's less than you expected. Thankfully, you should be able to pick up the pace in a day or two once your key planet Mars is free from restrictive Saturn. In the meantime, work off your excess energy with a bit of strenuous physical activity."
taurus,2013-01-07,"Relationship responsibilities continue to slow you down and can consume a lot of your resources today. You want to live up to your obligations, but not necessarily at the expense of your own personal fulfillment. Don't be overly concerned, even if you can't see any progress in your current situation. Patience is required now because your goals may seem elusive for a few more days. Nevertheless, positive results are more likely if you channel your restless anxiety into hard work."
gemini,2013-01-07,"You may need to re-evaluate your current objectives at work because your previous assumptions might prove to be wrong. Instead of being in a hurry to reach your goals, slow down and make sure that all loose ends are tied up before going on to the next step. It's more important to strengthen your foundation now than it is to expand your reach. A cautious and methodical approach today will prevent unnecessary trouble down the road."
cancer,2013-01-07,"You might feel a bit disheartened today by complications in a relationship, yet you're hesitant to share what's really on your mind. Even if someone is trying to exert control over your actions, they cannot change your emotions. Unfortunately, doing what's expected of you while hiding your feelings could create an undertow of resentment. Honor your own heart now by facing your resistance and telling the truth."
leo,2013-01-07,"Your efforts on the job may be thwarted now, no matter how hard you work. It's as if you're attempting to roll boulders up a steep hill and you wonder if it's worth all the effort. However, regardless of your lack of results, it's important that you keep trying since you are setting the stage for greater opportunities to come to fruition in the year ahead."
virgo,2013-01-07,"If your time is stretched too thin, you may have to cut back on your schedule. But don't waste energy complaining about how much you have to do or your co-workers might grow annoyed with you. Ironically, it seems like the more effort you put into making things happen now, the more work that's in front of you. Your best strategy is to shift your focus to another task for a while. You can return to your previous endeavors in a day or two with a fresh perspective."
libra,2013-01-07,"Your friends and family may not be as supportive now as you wish. Nevertheless, it's important to realize they are on your side -- even if it doesn't feel that way in the present moment. Instead of trying to convince anyone to help you today, release him or her from your expectations. Then, if someone lends a hand, it will be a generous act of free will instead of originating from of a sense of obligation."
scorpio,2013-01-07,"You might feel as if your best intentions are being stymied, and nothing you do fixes the situation today. The current circumstances are a test of your willpower; although you may be angry, losing your temper only makes matters worse. Even if you want to initiate more drastic action, kindly letting others know how you feel without blaming them is a more positive approach. Continue to take the high road instead of trying to even the score. You'll have a chance to get everything out in the open sooner than you think."
sagittarius,2013-01-07,"Pay extra careful attention to the clock today or your schedule could fall apart. It may be tempting to walk away from it all, but avoidance is not in your best interest. Plan ahead by first acknowledging that everything could take longer to finish than you expect. Adding extra time between activities allows you to work at a consistent pace without worrying that you'll lose control of your day. Your determination to stay on point earns the respect you seek."
capricorn,2013-01-07,"You might feel a bit lost today as reaching your goals slips out of your grasp. However, don't write off anything too quickly because the game isn't over yet. There's no time to wallow in discouragement now, even if your efforts until now haven't manifested the desired results. Prematurely admitting failure could stand between you and success. Be persistent and continue to work for what you want; monetary rewards and peer recognition may be just around the next corner."
aquarius,2013-01-07,"You may feel as if you must set your needs aside to fulfill responsibilities at work now that expressive Mars in your individualistic sign squares taskmaster Saturn. But instead of reacting by shutting down emotionally, set priorities that honor both your personal and professional goals. Succeeding at work is not an all-or-nothing proposition today, so make a plan that includes some quality time for yourself."
pisces,2013-01-07,"Your dreams may have grown so outrageous that achieving your goals seems unrealistic today. Something has to give because you might not be able to keep up with your own ambitious plans. Remember, if you are reaching too far, it's smarter to scale back your hopes now than waiting until it's too late. Establishing priorities based on reality, not fantasy, will help you create a healthy balance in your life."
aries,2013-01-08,Attempting to convince others to follow your plan today seems as impossible as herding cats. It may not matter how amazing your idea is or how articulate you are at selling it. Even your best friends seem too concerned with their own agendas to join in your efforts. Don't let anyone dampen your pioneering spirit; sometimes you're better off striking out on your own.
taurus,2013-01-08,"You could spend too much time seeking a hidden meaning that actually isn't to be found today. Meanwhile, a problem may arise because of your lack of concern over a financial matter. Trying to untangle a buried mystery might just be your way of avoiding an unpleasant issue. Instead of escaping into a world of conjecture, deal with the reality in front of you and save the metaphysical explorations for another day."
gemini,2013-01-08,"Think twice about the positive effect you could have on someone very close to you before responding to his or her emotional disclosure today. Your first reaction might be to step back from an intense conversation that's making you uncomfortable, instead of staying present with your feelings and discussing them openly. However, demonstrating your sense of autonomy is not as important now as being there for a friend in need."
cancer,2013-01-08,"You have some fantastic ideas about what you can accomplish today, but your expectations may be too unrealistic to meet. Thankfully, you could correct the situation before you get in over your head by recognizing your current tendency to bite off more than you can chew. Scaling back your plans before you begin might be enough to prevent disappointing others later on."
leo,2013-01-08,"You're experiencing alternating waves of optimism and pessimism today as you are caught between expansive Jupiter and restrictive Saturn. You probably think you're on the right track, but might still anticipate a rough road ahead, making it tricky to maintain an even pace. Even if you're eager to reach for the stars now, it's wise to proceed cautiously for the next few days until you see where your current path is leading."
virgo,2013-01-08,"You could be the biggest obstacle to your own happiness today if you expect too much from a close friend or family member. You're not necessarily inclined to make specific demands, yet you believe that everyone should do their part. Instead of projecting your high standards on to others, just continue to lead by setting a stellar example. Maintaining harmony is more important now than high productivity."
libra,2013-01-08,"Your best-laid plans may quickly unravel today, especially if you're holding the reins of control too tightly. Making many minor adjustments throughout the day is a more practical approach than trying to stick to a strategy that just isn't working. Keep in mind that modifying your methods or correcting your direction isn't the same as accepting defeat. Your willingness to adapt to changing circumstances is an essential key to your success."
scorpio,2013-01-08,"You might be feeling smug about your financial condition today, whether or not your confidence is actually based on reality. Be cautious about buying anything you don't really need because in your present state of denial, you could be tempted now to spend more money than you should. Take time to balance your books and reassess your needs before making any discretionary purchases."
sagittarius,2013-01-08,"You grow moodier with the reactive Moon back in your sign, yet you're not particularly interested in pursuing self-reflection now. You don't need to make any excuses; there really could be too much happening in your outer world to journey inward. Nevertheless, you might not be eager to socialize with your friends or family if a social activity was previously scheduled. Keep in mind that you'll have time tomorrow to ponder life's mysteries if you take a lighthearted approach today."
capricorn,2013-01-08,"It's difficult to keep your mind from going around in circles as you think about all the loose ends that you need to tie up. Fortunately, you can accomplish a lot if you get out of your head and into the real world now, even if philosophical theory is more interesting than practical application. Be as methodical as possible in your work, tackling the most important projects first. You'll feel a sense of true satisfaction after you cross a few things off your to-do list."
aquarius,2013-01-08,"You have great expectations for the workweek, especially if there are opportunities for social networking. However, it's crucial to take all the variables into account today because others might not share your idea of what constitutes a productive time. Don't make too big of a deal about any differences of opinions. Just keep the conversations between you and your peers on topics that pertain to business. For now, it's not wise to mix work and pleasure until you know the intentions of all the players involved."
pisces,2013-01-08,"Stand up tall and demonstrate your special style of leadership today. But rather than telling your friends, family or coworkers what to do, you can truly inspire and motivate others if you lead by example now. Even if someone doesn't respond to your liking, keep your eyes on the destination as you push ahead with unwavering belief in your dreams."
aries,2013-01-09,"Someone at work might ask for your help today, but there could be more trouble here than meets the eye. Be careful about what you do, for your behavior may create big expectations that you cannot fulfill. Don't respond to the situation with clever rationalizations or outrageous ideas. Instead, do whatever needs to be done, but not more. There are times when limited actions can accomplish the most."
taurus,2013-01-09,"It may be easier to make plans now than to actually execute them. Your key planet Venus lures you to envision the future as she joins three other planets in your 9th House of Big Ideas. Although thoughts come quickly to you today, your progress is impeded by circumstances beyond your control. Don't waste time worrying about something that goes awry; just reconsider your options and try again when the timing is right."
gemini,2013-01-09,"You may be inclined to set aside your responsibilities today and do things that bring you momentary pleasure. Unfortunately, it might not be that simple to find people to join your party because others may be more serious than you now. Don't complain about your social situation; if necessary, you can still have a delightful time all by yourself."
