SIGN,DATE,TEXT
aries,2010-01-02,You may suffer from cabin fever if you stick around the house all day. The Moon in your 5th House of Fun encourages you to get out and shake things up a bit. But putting your plan into motion may take a little more forethought than you've given it. It's time to be creative; out-of-the-box thinking will help you find a way to make it happen.
taurus,2010-01-02,"You could be so caught up in a dream today that you might miss an opportunity for fun happening right in front of you. But then again, indulging your fantasies can be just what you need. Don't worry if you lack motivation to get involved socially now; there's nothing wrong with taking some time to replenish your energy. Once you've had a chance to relax you may be ready to mix and mingle."
gemini,2010-01-02,"You could go out of your way to make it appear that you're having fun, for you want to set an example for others. Your reasoning is that if they see you enjoying yourself, they'll want to join in. But this line of thinking might not be your best strategy because playing games could alienate those you want to attract. Try being more straightforward from the start or you could be so clever that you outsmart yourself."
cancer,2010-01-02,"Your idea of fun today may not be the same as someone else in your family. Although it's not worth an outright argument, you should be careful about just burying your feelings or you could become very irritated with yourself for not speaking up. Go ahead and say what you want. Even if you don't get your way, you'll still feel better once you express yourself."
leo,2010-01-02,"You have a list of tasks that must be done today, but you aren't much in the mood to work. The Moon's return to your sign makes it difficult for you to hide your feelings now, even if expressing them doesn't help your day run any smoother. Instead of setting a positive example by being responsible, you are tempted to evade your chores. Nevertheless, it's wiser to get your obligations out of the way as soon as possible, or your resistance will continue to grow."
virgo,2010-01-02,"This can be a very enjoyable day even if there isn't very much going on. The simplest tasks can bring you great pleasure today, so don't go out of your way trying to make something special happen. Just settle in for some well-deserved rest and relaxation. Don't worry; your life will get busy again soon enough."
libra,2010-01-02,"Going out and doing something different with your friends sounds like a good idea today, but you might get so involved with a project at home that you reconsider your social plans. Finding a creative flow can be quite satisfying, but think twice before you just cancel an engagement. It may be hard to get out the door, but once you do you'll be glad you joined in the fun."
scorpio,2010-01-02,"You often like to work behind the scenes, but today you want recognition for what you are doing. You might even be tempted to dramatize your feelings so you know that you are heard. But coming on too strong can have the opposite effect from the one you desire. If you just remember that grandstanding is counterproductive, you won't need to hold yourself back."
sagittarius,2010-01-02,"Your ability to dream up future adventures for yourself today may be greater than your ability to actually make them come true. However, there may be a way to make your fantasies real. First, use your common sense and forget about all but the most practical ideas. Then, give yourself plenty of time to fine-tune your plans before you put them into motion. Think in terms of months rather than days to maximize your chances for success."
capricorn,2010-01-02,"You normally don't mind waiting for personal satisfaction, but today you could be frustrated because you don't have what you want. Even if your basic needs are being met, you might feel as if there's something missing, yet you don't know exactly what it is. Your irritation could get the best of you until you realize that there's no hurry and that you've been given the gift of a couple more weeks to sort it all out."
aquarius,2010-01-02,"Although you may have your hands full with plenty to do today, you still should be able to find time to escape. But you might not be able to spend your whole day hiding out because of previous commitments. Your best bet is to actually set aside a break during the day when you are unavailable to everyone else and do something that allows you to daydream."
pisces,2010-01-02,"Your mind may wander off course today and you could even lose track of time. Nebulous Neptune confuses you, making it tough to distinguish unrealistic dreams from concrete plans. Although you may not be able to keep your thoughts to yourself if you get excited about something in your future, it's not wise to share too much. Indulging in your fantasies doesn't mean you need to bring anyone else along for the ride."
aries,2010-01-03,"You might feel as if someone is challenging your right to say what you feel today. But upon closer examination it's apparent that you aren't being criticized for your opinions, but rather for how you express them. Something as simple as changing your tone of voice to soften your words may be all that's needed to take the aggressive edge off your message. It's surprising how quickly things can turn around when you focus on love instead of conflict."
taurus,2010-01-03,"You could sink into a bad mood today and have a difficult time working your way out of it. Part of the problem is that you have an excess of physical energy and it may tie you up in an emotional knot if you can't find a healthy way to express it. If going to the gym isn't your thing, jump into a project around the house. Or, if you aren't feeling so ambitious, try taking a walk. Thankfully, you'll feel better once you get moving."
gemini,2010-01-03,"Sometimes your acquaintances think you are too easygoing but you could surprise someone by how serious you become today. One moment you seem quite flexible and the next you are as immovable as the Rock of Gibraltar. All it takes is a bit of fear; if you think anyone is jeopardizing your position, then you will respond swiftly. Just remember to take time to consider whether or not the threat is real before you overreact unnecessarily."
cancer,2010-01-03,"Tension may surface in a relationship today, yet the apparent conflict is only a symptom of a deeper problem. For example, you could argue with your partner about whether to go out to dinner or stay home and cook. Meanwhile, the real issue might be a lack of cash, but neither of you are willing to open that can of worms. You don't need to resolve the underlying stress now, but it's a good idea to bring it into the light."
leo,2010-01-03,"You are so ready for a change that you could do something completely out of character today. But impulsive actions won't likely lead you to satisfaction now. It could take a couple more weeks before you begin to get clarity on what to do next. In the meantime, don't be close-minded; the more possibilities you entertain, the better your chances for success."
virgo,2010-01-03,"You might feel as if you aren't being heard today as your questions continue to go unanswered. You might even wonder if anyone is listening to anything you say. Although your actions really do speak louder than your words, it's tough because you may not be motivated to do much at all now. There's no need to be hard on yourself; rest assured that you will be back in the flow of things tomorrow."
libra,2010-01-03,"You may reach a point today when your frustration maxes out and you come dangerously close to losing your temper. Although you won't make any friends by being overly dramatic, a constructive conversation could clear the air of bad feelings, allowing everyone to get off to a fresh start. Just remember that it's within your power to focus on the positive potential rather than playing the blame game."
scorpio,2010-01-03,"You may be stressing about the work you see for yourself in the coming weeks. You might feel extra pressure as your two key planets, Mars and Pluto, engage in an anxious aspect today. The message from these tough planets now is ""no pain, no gain."" It's like working out; the more you put into it, the more you get out of it. Just remember not to succumb to self-doubt, for the emotional intensity will lessen over the days ahead."
sagittarius,2010-01-03,"You are flush with good ideas today, yet others may not be convinced that you are on the right track. You could spend a lot of energy trying to get them to see things your way, but you probably won't accomplish much in spite of your persistence. Instead of defending your logic, just keep gathering information; the research you do now could make a critical difference to the outcome of your plans."
capricorn,2010-01-03,"You normally don't mind it when someone disagrees with your plan. In fact, you welcome a healthy debate because it ultimately improves your chances for success. But it feels like someone is attacking your character now rather than your ideas, and that doesn't sit right with you at all. Your anger can be effectively used to fend off those who stand in your way. Taking the high road and sticking to the issues is your winning strategy today."
aquarius,2010-01-03,"You could turn out to be the hero today as beneficent Venus magically quintiles your key planet Uranus. For some reason your brilliant stroke of genius captures everyone's imaginations. The same idea on another day would probably be passed over as too crazy. But your timing is good and your unorthodox solution brings hope, whether or not it ultimately solves the immediate problem."
pisces,2010-01-03,"You may be set in your ways now and have a specific strategy about how to best do your chores. Unfortunately, someone else could have a very different idea. Although an argument is possible today, the conflict could easily escalate into a battle for control that goes beyond words. Keep in mind that there won't be any winners in a power struggle, so apply your spiritual teachings and graciously withdraw from any hostilities."
aries,2010-01-04,"You could state something that seems very obvious to you, yet someone else might be quite surprised by your perspective. Unfortunately, there could be a significant difference between your intent and what others hear. Even if you choose your words carefully today, the chances of a misunderstanding are great. Patience is your ally now. Don't overreact; take your time and talk things through until your idea is communicated accurately."
taurus,2010-01-04,"You might be a bit confused today if you find that you're having a replay of a recent conversation. You aren't sure why you need to go over everything again until you realize that the previous outcome wasn't as clear as you thought. Instead of being annoyed that you must review plans that you believed were already set, look at this as an opportunity to make a good idea even better."
gemini,2010-01-04,"You may be growing weary of the intensity of everyday life, but you are resigned to handle whatever concerns arise about a recent decision of yours. But you need to be cautious about taking things for granted now as your key planet Mercury conjuncts the Sun. You may feel telepathic, but others won't know what you are thinking unless you actually say the words out loud."
cancer,2010-01-04,"Your workmate or friend might have something important to tell you today, and you would be wise to listen. At first it could seem as if others are on your case and their words may elicit feelings of guilt. But that's not what this is about, so get over your emotions. There is a concrete issue that needs to be addressed now. Once you do this, you'll be able to let it go and move on."
leo,2010-01-04,"You may be resisting the inevitable and the more you fight your current obligations today, the harder it will be to fulfill them. Instead of thinking about what you could be doing, just grit your teeth and make the best of what's on your plate. Don't mince your words; being brutally honest in your communications now will be a service to all involved."
virgo,2010-01-04,"Sometimes creativity can be a playful interpretation of your ideas, but other times it is just plain hard work. Today you get the best of both worlds as your methodical approach to a project enables you to be inspired yet productive. Don't try to force your vision; just analyze what you know and express what you feel."
libra,2010-01-04,"It's easy for you to overdo whatever you start today because you are on a creative high and you're eager to show others your talent. But demonstrating your artistic abilities in order to increase your self-esteem isn't the best use of your current inspiration now. Unfortunately if you reach too far you can lose your sense of balance. Instead of trying to impress anyone for personal gain, just follow your imagination and let it take you wherever it leads."
scorpio,2010-01-04,"Others may think that you're capable of nearly anything today as you appear to pull a rabbit out of the hat by juggling schedules and somehow making everything work out according to plan. But you might be fearful that you won't be able to keep up this level of magic for long, even if it's assumed that you will. Nevertheless, if you don't underestimate your own abilities, you could surprise yourself with your performance."
sagittarius,2010-01-04,"It's all about narrowing your scope of operations today so you don't end up scattering your energy. Fortunately, you have the willpower to control your focus, but it will require constant vigilance. If you find yourself wanting to say yes, stop and think about the consequences of taking on more responsibilities before you complete what you already promised."
capricorn,2010-01-04,"This is a profoundly important time for you because anything you say now has greater significance than you realize. Communicator Mercury is aligned with the Sun in your practical sign, so you have common sense working on your side. But others may see you as overly ambitious which could get in the way of your progress. For best results, choose your words wisely and don't push too hard."
aquarius,2010-01-04,"Your perspective can change the direction of those around you, but not if you remain silent. You may be tempted to keep your thoughts to yourself today because you don't want to stir up animosity. But it's smarter for you to let others know what you are thinking now, even if you don't try to convince them that your plan is better than theirs. Ultimately, you'll have the most impact if you can remain detached from the outcome."
pisces,2010-01-04,"This is not a time for you to undertake a project by yourself. Even if it appears that others are resisting your efforts, excluding them now would not be wise. Instead, listen to the feedback you are receiving today and incorporate what you learn into your current plans. Be flexible enough to modify your strategy rather than trying to do everything on your own."
aries,2010-01-05,"Don't waste words trying to justify what you are doing today, for the more you talk about your motives and intentions, the less convinced others become. It's not that you are on the wrong track; it's just that you cannot explain yourself very well now. Save your energy to concentrate on your work, for it's critical that you live up to your commitments."
taurus,2010-01-05,"You are eager to round up the necessary support from your associates at work, but you might be so confident today that you ask for too much. Your charm can work in your favor as long as you don't take things too far. You should be able to get what you need if you respect other people's limits and acknowledge the constraints of the current circumstances."
gemini,2010-01-05,"Messenger Mercury may be messing with you today by leading you down the garden path. You might be thinking that all is well, but trouble is stirring if you casually glossed over an important fact. You can still save the day, but you must be willing to narrow your thinking enough to go back and tie up any loose ends."
cancer,2010-01-05,"Your workmate or friend could make promises today that are well intentioned yet difficult to fulfill. It's not that anyone is purposefully trying to mislead you, but it's easy to get swept up in a moment of optimism. Try to take commitments lightly now without assuming that others will follow through on what they say. Instead, check in with them again tomorrow, for then their words will carry more weight."
leo,2010-01-05,"You can make the most boring chore sound like a pile of fun today, but it will still be a drag, no matter how you dress it up. Your ability to embellish the truth can also be used to create an excuse if you want to avoid a task. Nevertheless, you need to be careful because you could stretch the truth so far that you end up getting caught in your own game."
virgo,2010-01-05,"Although you are normally very exacting in how you put the facts together, today you are tempted to bend reality in your favor. You might not even be aware of your current tendency toward subjectivity. Luckily, you are intelligent enough to aim for a more objective approach once you realize what you are doing. Don't exaggerate; the truth is more powerful than any story you could make up."
libra,2010-01-05,"Although your senses are stimulated, it's your attraction to an idea now that gets you into trouble. The beauty of your key planet Venus is filtered through mental Mercury today, so you are inclined to talk about what you like. But in doing so, you may gloss over a negative point while emphasizing the parts that sound good. You could be an effective salesperson, but keep in mind that you'll be confronted with tough consequences if your statements don't hold up to reality."
scorpio,2010-01-05,You are tempted to sugarcoat a hard truth today because you think you'll have a better chance of being heard if you do. But this strategy can be tricky because you are jeopardizing your credibility once you start to embellish your story. It's better to be rejected for bluntly delivering your unedited perspective than to be accepted for watering down the facts.
sagittarius,2010-01-05,"Your key planet Jupiter places its magnifying lens on your vision of the future, making everything appear more wonderful than it actually is in reality. The danger is that you could buy into someone's plan without considering the potential problems. It's easy for you to see the big picture now, but it's critical to also take a hard look at the details before you find yourself in over your head."
capricorn,2010-01-05,"Your uncharacteristic enthusiasm about a new project could stir a lot of interest. However, there must be real data to support your involvement or others will abandon you as quickly as they joined in. Do your homework first; if the opportunity is as sound as it appears, then you should feel good about spreading the word and mustering support."
aquarius,2010-01-05,"Following your intuition is normally a good idea, but today you might easily lead yourself into trouble. You are able to see the potential in nearly any opportunity now, but you could miss the more difficult issues because you are in such a hopeful frame of mind. However, it's crucial to analyze the problems as well as the promises. Don't be a fool and rush in; take your time and back up your decision with sound research."
pisces,2010-01-05,"Your faith in your friends can be a true gift to them, but today your confidence can go overboard. Although they will appreciate that you believe in them, they could ultimately let you down. Don't set yourself up for disappointment by thinking that others are infallible. Give yourself a reality check; recognizing the truth now can save you from unnecessary discouragement tomorrow."
aries,2010-01-06,"It may seem as if someone is standing between you and your happiness today, but this belief is merely your way to avoid personal responsibility for your dilemma. Instead of placing blame on anyone else, venture inward to better understand your role in the present situation. Paradoxically, making a shift in your own attitude is the most direct way to positively impact the current circumstances."
taurus,2010-01-06,"You may feel as if your options are limited today, yet you are willing to work within the current restraints until you can figure out how to make some changes. You have patience on your side now, but you won't be able to hold out for too long. You don't have to accept the status quo; be ready to take a risk if you truly know what you want."
gemini,2010-01-06,"The temptation to play is great today, but you may be unpleasantly surprised if you think that you will be able to take the day off. You won't likely have an opportunity to lower your guard now, for you are pulled from one unstable situation to the next without much time for recovery. Fortunately, you are able to have a stabilizing impact if you temporarily set aside your personal desires and focus on the common good."
cancer,2010-01-06,"Personal issues take center stage in your life now and dealing with them might make you less effective at work. You may attempt to show others how willing you are to cooperate today, but they could interpret your flexibility as a sign of your disinterest. Don't just take the course of least resistance. Explain your position as succinctly as possible before you relinquish control."
leo,2010-01-06,"A stalemate is declared in a game of chess when neither side has the power to gain a decisive victory. Today you may feel as if this aptly describes your current situation. You may not be able to leverage your position to come out on top now, but you won't go down in defeat either. However, keep in mind that this is your life and not a board game; there will still be time ahead for you to reclaim your advantage."
virgo,2010-01-06,"Your key planet Mercury is playing the role of trickster today and you might not appreciate the current instability. It may feel as if the rules of the game have changed, yet no one bothered to notify you. Even if you think you know what's happening, there's more going on than meets the eye. If possible delay making any long-term decisions now, for clarity will arrive sooner than you think."
libra,2010-01-06,"Although you may have a reputation for being indecisive, today you know exactly what you need. Don't be afraid to let others know your preferences, even if they might want something else. Conflict isn't easy for you, but at least you have the tools now to stand up for yourself. Take time to think about what you are going to say and then stick to your script. You may be pleasantly surprised when your wish comes true."
scorpio,2010-01-06,"Today can be an amazing day for your career, but you must be clear about your goals or others will make incorrect assumptions. Don't worry about following rules of social etiquette; just speak your truth. Your boss and co-workers will appreciate what you have to offer if you are willing to take the risk and share your point of view without editing it for political correctness. You may stir things up now, but that is exactly what is needed."
sagittarius,2010-01-06,"If you are uncomfortable with your current work assignment, consider the source of your uneasiness. You might not like the way you are being managed, or, perhaps, you are bored with what you are doing. Your restlessness is exacerbated now by your inventive ideas, especially if there's nowhere to express them. Instead of going out on a limb and sharing your thoughts, write them down and save them for another day when they can have the positive impact they warrant."
capricorn,2010-01-06,"You take your work seriously and like to know that you are correct before you share your opinions. You want to be known as someone who can be relied upon, but now your thoughts are a bit erratic and you may not trust yourself. Actually, you are able to think outside the normal constraints of logic and your ideas may be quite original. Then again, they may be a bit flaky. Keep them to yourself for a few days to see how they stand up to the test of time."
aquarius,2010-01-06,Someone isn't playing fairly now and there's not much you can do about it yet. A co-worker may have hidden motives for what he or she is doing. Don't try to force the issue even if you think something is being kept from you. Just let the current events play out. Everything you need to know will become obvious in time.
pisces,2010-01-06,"You may be the wild card in the group today, but aren't yet aware of your role. If you are working as part of a team, others might take a collective stance that is more conservative than your position. Although you might not intend to stir up any trouble, something you say could inadvertently let the truth slip out. Once it's been said you cannot take it back. Don't worry; ultimately everyone will feel better after everything is out in the open."
aries,2010-01-07,It's difficult to gauge how much you need to hold yourself back today when pushy Mars forms an irritable aspect with the Sun in calculating Capricorn. You mean well but your best intentions aren't good enough if your abrasive behavior still offends someone you are trying to impress. Keep in mind that it's better to err on the passive side now; you can always reaffirm your position tomorrow when the coast is clear.
taurus,2010-01-07,"The politics at work may be complicated today. Even if you can see what's going on, navigating your way through the emotional landmines can be tricky business. Instead of stubbornly sticking to your agenda, a smarter strategy may be to simply respond to situations as they occur and return to moving ahead with your goals tomorrow."
gemini,2010-01-07,"Although you are eager to put others at ease today, your motives may not be all that altruistic. There's nothing wrong with wanting to be accepted by someone you like, for you are able to give more when you feel appreciated. Nevertheless, the greatest gifts of friendship and love are offered without measuring or keeping score of what you receive in return."
cancer,2010-01-07,"Even if you do everything just right today, someone is still going to feel as if you are overly controlling. But you are merely acting defensively to prevent others from manipulating you. There is likely truth to both sides. Practice detaching yourself from the outcome; if you can get comfortable with the current situation, power struggles will dissipate and maybe even vanish."
leo,2010-01-07,"You may put a lot of forethought into what you are doing today, but your planning may be for naught. Perhaps you read the situation incorrectly and made assumptions on incorrect data. Or maybe the circumstances change, turning your schedule upside down. Whether or not you were ever really in control isn't the point; things will improve when you loosen your grip on the day."
virgo,2010-01-07,There's no need to overreact if anyone makes unreasonable demands of you today. Your smartest strategy is to push back in a firm yet gentle manner. Establishing boundaries now requires extra clear communication on your part because a misunderstanding can easily creep into the picture if you respond impulsively without thinking first.
libra,2010-01-07,"You may get the idea that your friends are not being supportive today, but your worries could be unfounded. You have a lot on your mind as domestic responsibilities weigh heavily on your shoulders. But don't expect others to rush to your rescue just because you are under pressure. For now you might need to handle your personal obligations on your own."
scorpio,2010-01-07,"Your energy is out of balance today and you may become a bit frazzled if you cannot reestablish a steady pace at work. Something has gone slightly awry and it feels as if you need a chiropractic-like adjustment to your attitude to snap your thinking back into place. Take a break, a walk or an extra long lunch; anything that shifts your focus can help you regain your natural rhythm."
sagittarius,2010-01-07,"Financial planning isn't necessarily the most exciting activity, but now you may find yourself wishing you did more of it prior to today. You prefer dreaming about the big picture and making long-term plans, but you could be in the midst of a cash flow problem and need to pay close attention to the immediate situation. Once you navigate through the current obstacles, make sure to set aside time to look further ahead."
capricorn,2010-01-07,It's difficult to know whether you should try harder today or temporarily retreat. You could feel frustrated now because you wish you took the other course of action no matter how you proceed. Rest assured there is no right or wrong way to go from here. Your path is temporarily obscured and it's best to bide your time until you receive a clear signal that tells you what to do next.
aquarius,2010-01-07,"Your dreams continue to be very active now, whether you remember them when you wake up or you just drift into them throughout the day. However, you need to exercise caution because your fantasies seem so real today that they can lead you on a wild goose chase. Don't assume you have the proper perspective to tell the difference between fact and fancy; maintain a wait-and-see attitude until clarity returns."
pisces,2010-01-07,"You might have a very intuitive take on your life, as if you are living within a dream. But something happens that wakes you up today and reminds you that you need to be more practical. You may not like having to make such a drastic adjustment, but using your common sense now will surely save you from disappointment later on."
aries,2010-01-08,"Your key planet Mars is in the spotlight today, provoking you to act impulsively. Often your spontaneity works well for you, but now it may be more of a problem than a solution. Think twice before you do something that seems like a good idea at first. Hesitating long enough to consider other options can save you from an awkward situation."
taurus,2010-01-08,"A particular relationship may be on your mind now, yet you don't seem to be able to find the satisfaction you seek. Don't blame your frustration on anyone else; it could be self-created, even if it doesn't feel that way. Consider how your actions can contribute to others forming an incorrect conclusion about your intentions. If they truly understood where you were coming from, they might be more willing to help you achieve what you want."
gemini,2010-01-08,Your confusion can get you into trouble today as retrograde Mercury diffuses your logic when it aligns with nebulous Neptune. Your most sensible strategy now is to keep quiet; you will sound more sincere if you don't try to convince others you know what you're talking about when you don't. Don't be in such a hurry to force an answer when there isn't one available yet.
cancer,2010-01-08,It doesn't seem fair that you're the one who is stressing about what others are doing now while they don't seem to be as concerned. You might have a difficult time deciding whether or not to say anything because you don't think anyone will take you seriously. Rest assured that your perceptions are correct. But keep in mind that exposing your emotions today could stir up more resistance than satisfaction.
leo,2010-01-08,"You are tempted to keep your frustration to yourself today because sharing your true feelings could put you at a real disadvantage. Logically, there's no reason to draw additional attention to your vulnerability now. Instead of making such a big deal about a disappointment, focus your attention on the possibilities that are ahead. Your positive attitude can turn a difficult situation in your favor."
virgo,2010-01-08,"Although you are usually able to explain yourself quite accurately, today you might be unable to find the right words. Instead of struggling to justify your actions, let them speak for themselves. It may not feel comfortable, especially if you think that you're being misunderstood, but you'll have a better chance of getting it right if you wait to say what's on your mind."
libra,2010-01-08,"You may be at odds today with someone you normally like very much. Uncomfortable family dynamics can stir old memories, but it's important to realize that what's happening now is different. Unexpressed emotions can increase the gulf between you and others, but sharing your fears will further complicate matters. It makes the most sense now to wait without escalating any conflict. Continue your discussions tomorrow after the intensity begins to settle."
scorpio,2010-01-08,"Your traditional planetary ruler Mars is activating unresolved feelings today, especially with the Moon back in your sign. Other people do things that are particularly irritating now and it's not easy for you to remain quiet. Unfortunately, spontaneously expressing your annoyance won't likely bring you any lasting satisfaction. Be smart and make a plan for the days ahead, rather than acting impulsively without a long-term goal."
sagittarius,2010-01-08,"It's important for you to feel like you have the tools necessary to accomplish your goals. Your frustration level will be high today if you lack the resources to do your job. However, you might not be in control of what's happening now and too much ambition could add to your anxiety. Don't give up, but exercise common sense by being extra flexible with respect to your expectations."
capricorn,2010-01-08,"You might believe that you know what you want today, but your current desires may be confused by inconsistent reasoning. Something or someone very attractive could be stimulating unfulfilled fantasies that get in your way of seeing what's actually happening. Don't set yourself up for discouragement by talking yourself into an ill-advised action. Wait and see how you feel about it tomorrow before doing anything silly."
aquarius,2010-01-08,"You could have a stroke of brilliance today that inspires you to swing into action without a lot of warning and your behavior can catch others off guard. They may resist your current efforts, leading you to reconsider your original idea. But don't draw the wrong conclusion. Your logic may be quite sound; the problem could be in your delivery. Give your co-workers time to readjust their thinking before suddenly springing your plan on them."
pisces,2010-01-08,"Your imagination can place a strain on your life today because others could inadvertently misinterpret what you say. You might choose to share a meaningful dream, knowing that it is a favorite fantasy. Meanwhile, someone else mistakenly believes that your vision is factual, causing them to doubt your integrity or judgment. You can avoid misunderstandings by taking the time to clearly state the source of your thoughts before you begin."
aries,2010-01-09,"It may seem as if someone is coercing you to get involved in an emotional drama that you are attempting to avoid. But your feelings are already engaged and it's difficult to turn them off once they have been aroused. You might not be able to avoid a stormy interaction, yet you'll probably feel more peaceful once everyone's agenda is out in the open."
taurus,2010-01-09,"You like to keep things simple, yet others may be forcibly pushing you now to consider alternatives that will ultimately complicate your life. Paradoxically, your resistance won't likely elicit the desired effect and could even stir up more unresolved emotions. This is no time to stubbornly adhere to your principles. Being extra flexible won't be easy, but it could help everyone get through an awkward emotional impasse."
gemini,2010-01-09,"You have a set agenda today and aren't interested in getting involved in anything that doesn't help you make progress toward your goal. Someone may misinterpret your single-mindedness as a personal rejection, but you just don't have time for that kind of personal politics now. Stay focused on your mission. When you've accomplished enough for one day, let others know that you're ready for some fun and relaxation."
cancer,2010-01-09,"You may not be easy to get along with today, but you could be preoccupied with a decision that you must make soon. It's likely that your friends and family will want to help you, but you might see this as a way for them to exert control over your life. You don't have to push away someone who can be a trustworthy ally now; instead let everyone know your concerns and be clear about your boundaries."
leo,2010-01-09,"You have strong feelings about a family member or very close friend, but unfortunately you may be unable to share your concerns now. You are tired of always being the one that others rely on, yet the timing isn't right for you to let anyone down today. If you decide to keep your emotions out of the picture, don't do it halfway. Process your negativity, for any hidden resentment will be obvious and can get in the way of what you have to offer."
virgo,2010-01-09,"You may believe that you can accomplish more today than you actually get done, but don't waste energy being hard on yourself. You deserve some downtime, so be certain to build a bit of creative playtime into your schedule no matter what. Ultimately, you'll be more productive if you make room in your day to do something you truly enjoy."
libra,2010-01-09,"You may need to take an unpopular stand today because being true to your own values is more important than just being nice. It could be challenging to hold your position if your friends and family are trying to convince you that you are wrong. Ultimately it's not about what anyone else wants; maintaining your integrity isn't easy, but for now it's what counts."
scorpio,2010-01-09,"Your friends might attempt to sidestep a difficult issue today, for they realize that you are in a no-nonsense mood and have no time for unnecessary drama. But the Moon's current visit to your perceptive sign means that you'll know if anyone is holding anything back. There is plenty of room for misinterpreting someone's motives now, so go out of your way to let others know what you expect."
sagittarius,2010-01-09,"You may believe that if you don't have anything positive to say today then you shouldn't say anything at all. Unfortunately, your silence communicates a lot more than you realize because others will know that you are withholding your feelings. Avoid provoking an unnecessary emotional drama by pretending that everything is okay. Instead, do what you usually do so well; just tell the truth."
capricorn,2010-01-09,You can set an important example today by stepping up to a leadership role. But this isn't about telling anyone else what to do; it's about jumping into a situation without having your own personal agenda. The best thing you can do now is to simply show up with a positive attitude. Maintaining a high level of integrity is much more effective than pretending you know all the answers.
aquarius,2010-01-09,Others demand a lot of you today and you might think they are being unreasonable. But the truth is that you aren't responsible to live up to anyone's expectations except your own. Set your goals early in the day and then do the best you can. But keep your doubts to yourself or you'll just be unnecessarily feeding into negativity that isn't even yours.
pisces,2010-01-09,"It's surprising how quickly you can swing from having unattainable goals to very pragmatic ones. Yesterday's dreams have faded, leaving you with a practical sense of what you can manage. Don't waste energy now trying to conform to someone else's strategy for living. Trust your vision; it won't steer you wrong today."
aries,2010-01-10,"It may feel as if you are being pulled this way and that way, making it difficult for you to get your chores done. But after being buffeted around for a while by fluctuating circumstances, you decide that things cannot continue as they are going. Luckily, you have enough sense to change your attitude, which subsequently puts control back in your hands. Decide what you want to accomplish now and don't let obstacles deter you from reaching your goals."
