SIGN,DATE,TEXT
pisces,2015-01-02,"You may believe that you can give up an old habit now by simply reaffirming your resolution to do so. Although stating your intention is a crucial part of the process, words alone won't do the trick. You must actually alter your behavior to set the new pattern in motion. You're on the threshold of a significant transition, and you might foolishly attempt to make it happen all at once. But even if you experience a sudden breakthrough today, the most enduring changes unfold gradually. Perhaps you feel a sense of urgency, but there's really no hurry at all."
aries,2015-01-03,"You feel as if you're a salmon swimming upstream in a storm today as the currents of circumstance hinder your progress. Although you're quick to blame others for your predicament, the real struggle originates within you. You might act like an ostrich and bury your head in the sand, pretending that you don't see what's happening. But as you know, denial won't solve anything -- nor will you be able to maintain this posture for long. Instead, be ruthless as you drag your fears out into the light of day. Self-awareness is the key to positive change."
taurus,2015-01-03,"Your thoughts may seem out of your control as they take you for an intense trip through your fears today. Thankfully, you can come out the other side with a complete change of heart. Although this metaphysical journey isn't light and breezy since it doesn't offer any guarantee of success, it will be exciting, nonetheless. There's no reason to succumb to negativity or doubt. Take time to assess your strengths and weaknesses so you can prepare for the future with an open mind and a sustainable plan."
gemini,2015-01-03,"The most beautiful emotional treasures are hidden deep under the apparent calm today. Typically, your curiosity motivates you to quickly move on to what's next, but now an irrepressible compulsion to understand your feelings inspires you to explore beneath the surface. However, you may become so obsessed with the potential rewards that you reach too far. Lighten up; the current situation will continue to evolve at a healthy pace once you realize you don't have to push so hard."
cancer,2015-01-03,"You are giving birth to a whole new way of relating to friends and family now, but this emotional process comes with its own share of stress. In order to reinvent yourself you may need to confront someone's control issues, especially if your recent growth spurt appears to threaten the status quo. However, you might be the one who is stuck -- and you don't appreciate anyone meddling in your affairs. There's no need to hold onto the past now; it's slipping away from you whether you like it or not. The only constant you can count on is change."
leo,2015-01-03,"You're ready to blast ahead with your plans today, even if you are receiving mixed signals from everyone else involved. Unfortunately, pushing your agenda won't likely work out in your favor now. You could inadvertently rekindle an unnecessary emotional conflict while blindly speeding toward your goals. Nevertheless, don't be afraid of proceeding on your own if your friends don't share your current passion. Express your fierce independence by being willing to stand out in a crowd."
virgo,2015-01-03,"You're overly concerned with making the disparate pieces fit perfectly now, leading you to plan more than is necessary. Unfortunately, getting lost in the minutiae spoils the fun by taking the spontaneity out of the day. Avoid getting swept up in an unnecessary power struggle, even if you're positive that your solution is the best one. Ease the pressure on current circumstances by consciously choosing acceptance over fear. Stepping away from a direct confrontation creates enough space for the spark of creativity to grow into the fire of self-expression."
libra,2015-01-03,"Someone's unexpressed feelings might rock your boat today, even if you desperately try to hold steady. Unfortunately, the hidden price of keeping the peace is higher than you realize since jealousy can generate anger and resentment. The potentially negative energy is tricky to control because sharing may be as problematic as keeping quiet. It's healthy to talk about your fears, but don't alienate anyone with unnecessary emotional intensity. Negotiate a workable compromise by stating your case as objectively as possible and then encouraging others to do the same."
scorpio,2015-01-03,"There's so much on your plate that you may be secretly tempted to run and hide. Nevertheless, the adrenaline has kicked in and you're committed to do whatever it takes to cross some tasks off your list. Unfortunately, you might disagree with someone who has a radically different idea of how you should spend your time. Today's Sun-Pluto conjunction can turn every interaction into a major drama. Processing your emotions before you respond allows you to maintain control of the flow of events. You are a force to be reckoned with now so channel your intensity into your work."
sagittarius,2015-01-03,"You are driven to succeed today, but it's helpful to acknowledge that honoring your core values is more important than achieving material satisfaction. You might reconsider a recent decision and want to modify your behavior, but this sudden turn can be complicated if you're already in motion. You didn't get to this point overnight, and you won't be able to change direction in a moment's notice, either. Fortunately, there's no need to panic, so take your time and carefully map out your strategy. You still need a song in mind if you want to march to your own drummer."
capricorn,2015-01-03,"Even the most minor issues can quickly blow out of proportion as tempers flare and passions erupt. Today's Sun-Pluto hookup occurs in your sign, making you more susceptible to the emotional intensity in the air. You might be obsessing about determining your plans for the future and you're not willing to take no for an answer. Unfortunately, you could inadvertently invite resistance if you come on too strong. A gentle and persistent approach is more productive than overpowering anyone else with your powerful resolve. The art of persuasion takes a light touch."
aquarius,2015-01-03,"You're living in a dreamworld if you think you can stay on schedule today. Others can't help but notice the sparkle in your eyes and the spring in your step now that captivating Venus is in your sign. However, your enthusiasm might be dampened if unexpected events require you to abandon your plans. Don't struggle to keep your agenda intact; just let it fall apart so you can put the pieces back together in a more creative manner. The process of starting something anew must begin with the ending of the previous cycle."
pisces,2015-01-03,"Your vivid visions of the future may run you ragged now, bringing thrills one minute and concerns the next. However, you might realize that your plans are not unfolding as expected today. Rather than accepting defeat, try to see this as a rare opportunity to reinvent yourself in harmony with your hopes and dreams. Let go of past goals that no longer hold any meaning and forget about conforming to other people's expectations. Set new priorities for your life and step boldly into the year ahead. Be true to yourself and don't look back."
aries,2015-01-04,"Your current dependency on others makes you feel uneasy since you usually take pride in your self-sufficiency. But today's nurturing Cancer Full Moon lands in your 4th House of Security, reminding you how much you need people in your life. You must find a way to balance your love of freedom with your desire for healthy relationships. Play out all the possibilities in the safety of your mind, but don't over-commit in haste just to get what you want in the moment. Your chosen path is not an easy one now, but practicing patience and trusting the process can lead to happiness."
taurus,2015-01-04,"The most trivial conversation today could suddenly turn into a discussion about your most significant aspirations in life. In fact, all subjects are fair game now with the Cancer Full Moon spotlighting your 3rd House of Communication. However, her opposition to the powerful Sun-Pluto combination in your 9th House of Big Ideas requires you to connect your current situation with your larger goals. Talking about your dreams is only a start; investing in sweat equity helps to assure your success."
gemini,2015-01-04,"Finances may present a problem now, unless you stop to handle a sticky situation before it grows out of hand. Fortunately, you can prevent a possible fiscal mess by cutting back on your expenses to bring them more into alignment with your current resources. The cautious Cancer Full Moon's presence in your 2nd House of Money indicates that a little prudence is wise at this time. Don't wait until it's too late; proactive behavior nips the problem in the bud and  brings you a healthy sense of self-empowerment."
cancer,2015-01-04,"You don't like it when someone is overly insistent; you can feel the pressure in your gut and it just makes you want to push back harder or withdraw into your shell. Your emotions are at high tide while today's powerful Full Moon floods your 1st House of Self. But others see through your veneer now even if you try to hide your annoyance. Ultimately, it takes less energy to establish clear boundaries by letting everyone know about your limits right from the start. There's no reason to deny your needs; show up exactly as you are and the respect will follow."
leo,2015-01-04,"Your imagination is in full bloom now and it's nearly impossible to keep your colorful fantasies from growing out of control. Although the Cancer Full Moon emphasizes your 12th House of Escapism, you can prevent losing touch with reality today by focusing on chores that have been left undone. Thankfully, it's not necessary to do everything at once, even if you are so inclined. Starting small makes the most sense while the Sun is hanging out in your 6th House of Details. Being practical is not as much fun as exploring your daydreams but you'll feel proud of your accomplishments by the end of the day."
virgo,2015-01-04,"You can create something of lasting value today, even if this is a day of rest. The Cancer Full Moon brightens your 11th House of Community, prompting you to enjoy the magic of a spontaneous moment with friends; all you need to do is give yourself permission to have fun. Supervising recreational activities with children may prove to be just as enjoyable for you as it is for them. Although you might think you should be doing more work, some days are emotionally fruitful in intangible ways you cannot measure."
libra,2015-01-04,"You're torn between taking care of your own personal needs and making sure that others are having a nice time. Of course, you Libras make the most gracious hosts and hostesses, but it might feel like the current situation is an either-or proposition, as if there isn't enough happiness to go around. The Cancer Full Moon in your public 10th House of Responsibility opposes the Capricorn Sun in your private 4th House of Foundations. You cannot play on both sides of the fence today just to avoid conflict. It's not your job to please everyone all the time; break free and follow your bliss."
scorpio,2015-01-04,"It really could be a lovely day in the neighborhood if you're willing to stick close to home today. You might just learn something enlightening about yourself or your loved ones by resisting the temptation to leave the nest while the Cancer Moon lights up your 9th House of Faraway Places. Surprisingly, you can make up for your lack of geographical variety by traveling within your imagination and still have an amazing time. Keep your eyes and ears open so that you don't miss the beauty all around you."
sagittarius,2015-01-04,"Handling criticism isn't easy for anyone, but it can be exceptionally tough on you Archers when your sunny optimism is cast in the shadows of doubt. The Cancer Full Moon shining in your 8th House of Deep Sharing reflects your uncharacteristic emotional intensity. You won't be satisfied today unless you schedule time to sink into the unknown watery realms. Thankfully, you don't have to take this journey alone. Accepting advice from others without letting it shake your confidence empowers you to make constructive changes and then get on with what's next."
capricorn,2015-01-04,"You have the capability to effectively tailor your actions to produce specific results today because you can intuitively feel the energy of others. Unfortunately, too much analysis now only gets in your way while the receptive Cancer Full Moon meanders through your 7th House of Relationships. Worrying about how others perceive you is stressful and it's unfeasible to think that you can control all the emotional variables at this time. Find a flow and just roll with it for a change."
aquarius,2015-01-04,"Although some of your craziest fantasies have practical applications now, it may require a fair amount of patience to figure out how best to realize your dreams. No matter how far out your imagination takes you today, the Cancer Full Moon's presence in your 6th House of Self-Improvement allows the thoughts to unfold without negative judgment. The best part of the plot is that you can pick and choose which ideas have the most potential for future manifestation. Happily, you are the writer, director and star of your own movie."
pisces,2015-01-04,"Turning the day into a spiritual retreat seems like an idea that's very close to your heart, yet you're afraid it might disappear with the flash of a frown if you discuss it with someone else. However, you might be quite surprised when your friend or partner responds with a smile and a twinkle in the eye instead of the negativity you expect. Luckily, the Cancer Full Moon fills your 5th House of Self-Expression with light, so take a risk and share your vision. Trust in your heart and let your imagination soar."
aries,2015-01-05,"A conflict between your head and your heart could drain some of your enthusiasm today. You know what's best for you, but you're pulled in another direction, nonetheless. You often make the smartest choices by spontaneously reacting to the current circumstances, but this time may be an exception. Self-restraint is rewarded; you're better off listening to logic than to your intuition now. Make a rational decision and put your choice into action only after you sort out the facts."
taurus,2015-01-05,Reevaluating your professional objectives makes perfect sense now that talkative Mercury makes his debut in your 10th House of Career. Sharing your aspirations with your colleagues can help to clear the path to success. But don't overstate your position or you may lose credibility with the very same people you want to impress. Sticking to the truth enables you to gain much-needed support. Offering an enlightened compromise at the right moment could provide immediate relief for everyone involved.
gemini,2015-01-05,"If you run into resistance from an authority figure today, the planetary energies are telling you something you need to know. At first, an unexpected obstacle might appear to prevent you from reaching your goals. But don't give up too soon because stern Saturn is just putting you through your paces to see if you really have your act together. Slow down and listen; you must figure out what you need to learn so you can pass this test with flying colors and move on."
cancer,2015-01-05,"If you are withholding anything from close friends or relatives, consider taking this opportunity to clear the air. Although the moody Moon's current visit to your sign might tempt you to remain quiet, other cosmic forces are encouraging you to share what's on your mind. Just don't turn your disclosure into a struggle for control; express your feelings without arguing about who is right and who is wrong. Taking full responsibility for your emotions relieves the pressure all the way around. It's time to be part of the solution and not the problem."
leo,2015-01-05,"Your ability to hide your feelings today may be the key to staying out of trouble. Even your craziest ideas sound completely normal to others because you intuitively know what to filter out of a conversation. Even if your fantasies take you on a wild goose chase, no one else will be the wiser because you appear to have your feet planted on solid ground. Paradoxically, the higher you fly in your mind, the more stable you seem. Dancing in your dreams is fine as long as the music that moves you can be heard on Earth."
virgo,2015-01-05,"Although you need to be around other people today -- friends or coworkers -- you wish you could run away when the energy becomes too intense. It may be nearly impossible to find an easy balance between your desire to enjoy the company of people and your wish to be alone. However, no one needs to know what's going on within the deep recesses of your imagination. You can still escape into your own magical world even in the midst of a crowd."
libra,2015-01-05,"Even if you're not usually over-protective of those you love, you are inclined to take care of everyone that comes into your sphere of influence now. Of course, you are naturally supportive, but the nurturing Cancer Moon prompts you to overextend your energy today. But be careful that you don't suppress negativity just so others will accept you. Your actions seem more sincere when they come from your heart."
scorpio,2015-01-05,"Sometimes taking a vacation sounds like a better idea than it is in reality. However, a sensibly planned trip may be fun now. There's no need to leave right away, but the sooner you begin considering all of your options, the sooner you can turn this dream into something real. If possible, include someone else in your little adventure, since the energy you receive from others at this time will only serve to fuel your enthusiasm and inspire you to make the magic happen at all costs."
sagittarius,2015-01-05,"Working in close proximity to someone may create annoying tension today. Paradoxically, it's not that you want to work alone; it's just that you prefer to reserve the right to withdraw on a moment's notice when you've had enough of other people's nonsense. Focusing on the most practical aspects of the job at hand will help you keep things in perspective if you start to lose patience. Setting clear priorities enables you to overcome your testy attitude and makes it a breeze to cooperate with your coworkers."
capricorn,2015-01-05,"This is a fantastic day to apply your determination toward your professional goals, even if someone seems to hesitate to support your activities. You have the ability to easily transform your ingenious thoughts into decisive actions; if you can think it through now then you can make it happen. Don't allow anyone's doubts to rain on your parade when you have the cosmic forces on your side. Let your ambitions soar; the only one that has to believe in you is you."
aquarius,2015-01-05,"You have been in a rather secretive mood recently and today is your chance to come clean. But even if you express what's in your heart, you still might not reveal everything. You can make it sound like you're more open-minded and forthright than you actually are. However, don't waste energy pretending you have nothing to hide because others will know if you're not being real. Total honesty is part of the deal when it comes to cultivating successful relationships."
pisces,2015-01-05,"Your intuition is running on overdrive now that three planets are moving through your 12th House of Spiritual Mystery. Although this instinctive method of perceiving the truth is often quite accurate, it can present unexpected problems today. You may have a tough time distinguishing your own feelings from those of people around you. Heightened sensitivity is useful, but only if you're able to see things clearly. Rely only on the facts that are right in front of you; your imagination will serve you well again tomorrow."
aries,2015-01-06,"You may grow bored with your work today unless you can figure out how to own your vision of the future. The lively Leo Moon activates your 5th House of Self-Expression, encouraging you to share your feelings, even if it means rattling some cages in the process. But putting your plan into motion might require more preparation than you want to invest. Don't let difficult odds stop you; creative thinking enables you to discover the best way to manifest a magical solution."
taurus,2015-01-06,"You might be so caught up in the details today that you can miss an opportunity for fun that's right in front of your nose. You have responsibilities to meet and you don't have the luxury of indulging in frivolous activities. Nevertheless, you can still enjoy yourself by making a simple shift of attitude. The playful Leo Moon inspires you to approach your work as if it were a game. This change of perspective infuses you with a competitive spirit, empowering you to overcome any obstacle standing between you and your goals."
gemini,2015-01-06,"Evasive tactics won't succeed today if someone doesn't support your plan to solve a problem. You might try to talk your way around the issue instead of confronting the difference of opinions directly. Unfortunately, avoidance isn't a very smart strategy since your lighthearted attitude can alienate the same people you want on your side. Just be straightforward right from the start, or you could end up being so clever that you outsmart yourself. A straight line is the shortest distance between two points."
cancer,2015-01-06,"You could be so obstinate when it comes to spending money today that you openly disagree with a caring friend who thinks you should be more frugal. Although this conflict may not be worth an argument, you still need to be careful about downplaying your feelings because you might grow irritated if you remain completely silent. Ultimately, it's best to say what's on your mind now and finish the conversation. Even if you must compromise in the end, it never hurts to think twice before making a big purchase."
leo,2015-01-06,"There is a dramatic shift in the cosmic energy that motivates you to let others know what you need today. It seems more natural than ever to share your feelings without worrying about the consequences. Nevertheless, you still might have to spend extra time in dialogue with those closest to you to help them understand your process. Don't be overly concerned if someone takes you to task due to his or her convictions. Acknowledging areas of conflict is not a problem as long as you go on to establish common ground."
virgo,2015-01-06,"You can thoroughly enjoy yourself today, even if there doesn't seem to be a lot of social activity in your corner of the world. The Leo Moon's visit to your 12th House of Spirituality allows you to find joy, even in the simplest of pleasures. You don't have to go out of your way to make something special happen. Grab a bit of well-deserved rest and relaxation now while you have the chance. No fretting is required; count your blessings, instead."
libra,2015-01-06,"Seeking out memorable experiences that can be shared with your friends today sounds like a wonderful idea at first. Unfortunately, you might become so involved with a project that you consider postponing your social plans. Establishing a productive flow can be quite satisfying, but think again before you cancel a previous engagement. Even if it requires a slight push to get out the door, you'll be glad you did once you're in motion. There's a whole wide world of possibilities awaiting you if you're willing to say yes."
scorpio,2015-01-06,"You often prefer working behind the scenes, but the proud Leo Moon dancing in your 10th House of Status encourages you to demand the recognition you deserve. You may even be tempted to overdramatize your feelings to ensure that they are heard and acknowledged today. Unfortunately, your overbearing behavior might actually produce results that are opposite to what you desire. Ironically, you won't have to practice self-restraint once you realize that letting go of your ego frees you to reach for the stars."
sagittarius,2015-01-06,"Your vivid imagination is busy dreaming up future adventures. But your eagerness to fabricate stories is stronger now than your ability to turn them into reality. However, you might discover that you don't have to worry about being so pragmatic to make your fantasies real. Lean on using your common sense by eliminating all but the most practical ideas. Then, allow plenty of time to develop your plans before you initiate action. Thinking in advance maximizes your chances for success."
capricorn,2015-01-06,"You strive to work hard, believing that personal satisfaction is yours if your goals are clearly defined. However, you still may be disappointed once you realize that you don't have all of what you want today. But even if your basic needs are  fulfilled, you might still think that something is missing -- yet you haven't a clue as to what it could be. Your frustration can get the best of you unless you truly believe that there's no hurry to find the answer. Take your time; you have a few more weeks to sort it all out."
aquarius,2015-01-06,"You might choose to stand up for yourself today if others bully you into taking a different course of action. Don't let anyone get away with assuming power that wasn't earned. If you see a friend or coworker who is misusing authority, be brave and speak up. But don't get hooked into believing that you have to prove anything. Simply getting the truth, as you see it, out into the open helps to shift the dynamics. You can be the hero if you're willing be the first to talk about what everyone else is thinking."
pisces,2015-01-06,"Your job requires a high level of visibility today, even if you don't feel like being on center stage. People can see through your attempts to make it look like you're highly focused now, whether or not your mind is actually wandering. There's no point in trying to hide the obvious. Acknowledge the richness of your current fantasy life while still doing your best to cross tasks off your list one at a time. Spending quality time in both the mundane world and the spiritual realms is your secret to success."
aries,2015-01-07,"Complications in a relationship probably won't diminish the intensity of your current connection. Unfortunately, trouble may develop if emotional or geographical distance raises issues of abandonment. However, defending yourself by assuming a self-protective posture isn't the answer. Overcome your resistance and open your heart to the unknown. Your positive attitude is your best weapon in your ongoing battle for happiness."
taurus,2015-01-07,"You might not be able to suppress your attraction to someone or something, and your feelings become more obsessive if you try to push them away. But the underlying issue now is about control -- or loss of it -- as the plans you make fall apart. Don't waste time clinging to your expectations. Instead of comparing the current flow of events to your original agenda, embracing the changes with hope and anticipation allows for the best possible outcome."
gemini,2015-01-07,"It's as if you're a marionette and someone is pulling your strings; you have no choice but to respond accordingly. You could become quite entangled if you resist, until you feel tied up in knots. Fortunately, you can rely on your mental agility to free you from the limitations. The first step is accepting responsibility for your actions. Once you acknowledge your role in creating the current restrictions, making the necessary changes will be a labor of love."
cancer,2015-01-07,"Your love life is undergoing a gradual metamorphosis that can have a great impact on your self-esteem. Your emotions are very intense, but something isn't quite right today. As much as you try to ignore the little things that might get in the way of more crucial concerns, there could be a larger problem that's not so easy to escape. Your determination to feel better about your progress motivates you to find a way through this transformational period. Lead with your heart and your head will follow."
leo,2015-01-07,"Your sunny optimism is your guiding light, even in the face of difficult circumstances. Everyone seems to be trying to tell you something, but it's hard to glean the meaning behind their words. Don't lose hope in spite of any emotional obstacles. Don't try to gloss over the lesson, even if avoidance would make your present situation temporarily easier to handle. Believe it or not, your life grows richer as you face up to the reality of the current events. The storm clouds have silver linings if you take the time to look for them."
virgo,2015-01-07,"Although you will likely receive the emotional support you seek today, there could be a darker side to the offer. You won't be satisfied unless others accept you without expecting anything in return. But there may be secret agendas and hidden clauses in the unspoken agreements now. Don't wait until you're caught off-guard by something you should have known. Be relentless in you search for the truth; shining the light of awareness into the shadows might be enough to save you from making a big mistake."
libra,2015-01-07,"You truly believe that you are clever enough to charm your way out of any problem that surfaces today, but what you encounter might not be as manageable as you expected. The more you share your feelings now, the more fuel you add to an already volatile situation. Your intuition may be telling you to make a stand, but acquiescing to the prevailing winds is a wiser strategy. Once you stop fighting against the current dynamics, you can concentrate more on your own needs. Interactions with others will flow smoother when you are in sync with your inner process."
scorpio,2015-01-07,"You are less focused on your personal issues today than you are on the larger trajectory of your life. Everything seems to be more tumultuous now while the theatrical Leo Moon is stymied by domineering Pluto, actively suppressing your passion. It's as if you're sitting on a volcano, trying to hold back the teeming lava. But too much restraint only drives the tension deeper, creating the possibility for eruption later on. The safest course of action is to reveal your feelings as gently as you can and let the energy ebb and flow naturally on its own."
sagittarius,2015-01-07,"It's hard to maintain your enthusiasm today without losing touch with reality. It's not that life is dark and gloomy; it's just that you may be feeling like the party's over and now you have to get down to work. However, your refusal to let anything spoil your day pays off later when good news changes your outlook and restores your confidence. Keep your eyes on the horizon; although the waiting is the hardest part, patience is a reliable virtue at this time."
capricorn,2015-01-07,"You typically like to keep your emotions under control, especially when you have to meet a deadline. Unfortunately, denial isn't a viable option; you won't be able to suppress your need for freedom that is now pushing its way to the surface. Instead of fighting the inevitable, just let your feelings arise naturally. Although you might rather remain cool, calm and collected, you won't be able to move on until you express what's in your heart."
aquarius,2015-01-07,"You have been seeing yourself in the mirror through rose-colored glasses recently, but the filter is changing now, temporarily dimming the rosy glow. Although you might be disappointed that everything is no longer perfect, you're also intrigued by the potential of the less-traveled road ahead. These are healing times if you are willing to follow the powerful waves of alternating hope and doubt. Creativity will rise and shine in the days ahead if you nurture the seeds that are already present in your imagination."
pisces,2015-01-07,"An influential person's attempt to convince you to change your direction at work can annoy you today because you see your future in a completely different light. You may need to defend your position, even if you wish you could just let it pass. However, if you state your case without throwing shade onto others, everything will likely work out for the best. Remember that there's nothing to fear now; your faith in yourself and those you love is stronger than anything standing in your way."
