SIGN,DATE,TEXT
taurus,2011-01-06,"It's rather straightforward for you to draw the line today as you set clear boundaries and make plans for your future. However, you have such an inflated idea about what you want to do that you can get carried away with your own enthusiasm. Even if everything seems to be in order, the trouble starts when you realize that you may be overshooting your mark. Working harder now won't make you more successful, so you might just as well ease up and relax."
gemini,2011-01-06,"Even if you are thinking about what you need to do at work today, a lack of time could force you to scale back your plans. Still, your communication with someone who is opposed to your strategy can reveal the weakest links in your ideas. You can, however, stay on top of everything if you remember that your fuse is short. Losing your temper won't get you any closer to your goals."
cancer,2011-01-06,"You may convince yourself not to share your feelings now, but this isn't a viable long-term strategy. Sometimes, it's just easier to keep everything to yourself. But this isn't about taking the course of least resistance, because anything that isn't said now will only strengthen in intensity. You will still need to deal with your feelings eventually; if you keep your emotions hidden, they will just turn up as a projection. Your smartest defense is to react honestly and kindly in the present moment."
leo,2011-01-06,"Your attempts to be emotionally open could backfire on you in a frustrating manner today, especially if you realize that you were overly optimistic. Perhaps you missed a signal or simply didn't want to acknowledge someone's pessimism, especially when you were feeling so good. Balance your desires with a realistic perspective in order to prevent disappointment in the upcoming days."
virgo,2011-01-06,"Although you may think that you are concentrating on your work, you're probably having a hard time preventing your thoughts from being carried away by the crazy schemes of your friends or coworkers. In fact, your attraction to the most outrageous ideas could actually be a reflection of your current boredom. Don't pretend that everything's fine if it isn't. Seek constructive ways to shake up your routine before you feel really stuck."
libra,2011-01-06,"You may be feeling quite confident today which could make you slightly careless in your actions. However, you can minimize your chances of making a mistake by remembering to concentrate on your work as you are doing it. If you are certain that everything you start now will be great, it won't be. But if you maintain humility, your creative powers are free to manifest at a very productive level."
scorpio,2011-01-06,"You may believe that an opportunity for a friendship should be allowed to float by without any action on your part. Even if you are worried about feeling unnecessary emotional pain now, it's still worth overcoming your fears, taking a risk and reaching out. Your silence will ultimately be more painful than any vulnerability you might feel in the moment."
sagittarius,2011-01-06,"An unstable situation at home is beginning to settle down. But someone might just do something so out of character today that you don't know how to respond. You might choose to withdraw now and take care of some personal issues that have needed your attention for a while. Do what must be done, but don't fall into the trap of taking on so much that you don't produce the quality of work that you prefer to deliver."
capricorn,2011-01-06,"This is a very serious time in your life, and you aren't willing to let others define who you are and where you're going. Unfortunately, in standing up for yourself, you may upset someone more than you realize. Everything might be blown out of proportion today, making you believe that you have more at stake than you actually do. Nevertheless, a little risk-taking will be positively rewarded."
aquarius,2011-01-06,"Boisterous Jupiter is still within range of its conjunction with your key planet Uranus, provoking you to forget about your long-term goals and to take immediate action to get fast results. However, the problem is that you're working on something big that may need more time yet to reach fruition. Don't hurry the process. Let things unfold naturally."
pisces,2011-01-06,"You appear a bit less stable than you actually are these days with Jupiter, your traditional ruling planet, conjunct outrageous Uranus. But your unorthodox behavior may only be superficial because down deep you know that the rules and regulations of Saturn must be acknowledged and obeyed. Nevertheless, you must be careful now; if you inadvertently step over the line of acceptability, you'll need to make amends quickly."
aries,2011-01-07,"Although you are eager to start planning for a new adventure, you need to learn a tough lesson before you bolt ahead. Instead of turning this into a major problem by fighting against the inevitable, slow down and take the time to consider why you may be running into obstacles now. Don't try to overpower the facts with your good intentions. Once you accept the truth, you'll be allowed to move forward."
taurus,2011-01-07,"Your key planet Venus tempts you with a taste of what's possible, but you might not be able to proceed as quickly as you would like. There's nothing wrong with letting your desires motivate you as long as they are realistic. But you may be under a lot of pressure if you have underestimated the amount of time that you'll need to complete a job. Don't make any promises you cannot keep; it's better to disappoint someone with the honest truth today than to be the source of disappointment later on."
gemini,2011-01-07,"You may be able to talk a serious game today, but when push comes to shove, you're not as interested in following through with the necessary actions. Nevertheless, it's a smart idea to think about the consequences of irresponsible behavior before you try to tap dance your way out of an uncomfortable position. Fortunately, expressing your feelings in a mature manner can turn an uncomfortable situation into a positive one."
cancer,2011-01-07,"You might not be very gung-ho about the potential of a current relationship, yet your avoidance of the truth will only complicate matters. Granted, one strategy is to go ahead and focus on the unrealized potential, but gambling on the future won't resolve the tension in the present. Sharing what's on your mind with kindness can open the door to a much-needed conversation and a new level of intimacy."
leo,2011-01-07,"You may have a lot of work on your plate today, yet unforeseen events pull your attention away from your goals and impede your progress. The pressure to finish your tasks can create additional stress if you do fall behind schedule. Nevertheless, your fear of what others might say is more disruptive to your productivity than anything else. Rest assured that doing your best now will be more than good enough."
virgo,2011-01-07,"You've been riding a wave of creative energy that continues to be difficult to manifest. It's as if your productive ideas are blocked by circumstances that are beyond your control. But don't give up. Instead of logically trying to analyze all your options, let your imagination be your guide. For now, dreaming your way into the future is more powerful than scripting it."
libra,2011-01-07,"You could be your own worst enemy today, succumbing to feelings of self-doubt, even if they are unwarranted. This isn't to suggest that all criticism should be ignored; it's just that your heightened sensitivity can make things seem worse than they actually are. Instead of fantasizing about what could go wrong, direct your mind to visualize what could go right."
scorpio,2011-01-07,"The most intelligent way to assure that you'll get everything done today is to write down all your appointments and responsibilities and then juggle everything into a schedule that maximizes your efficiency. But no matter how well you plan your day, you still need to leave room for things taking longer than you expect. Although you are able to work hard, it's also important to know when to toss in the towel. If something goes awry, you can always come back to fix it later on."
sagittarius,2011-01-07,"Sweet Venus is your ally today as she enters your confident sign to help ameliorate somber Saturn's temporary hold on you. But this isn't about slipping into denial to avoid a hard lesson or extra work; it's about motivating yourself to act in a positive manner while still acknowledging the constraints that are placed on you by judgmental friends or a lack of resources. Instead of aiming for an unrealistic goal, choose a destination that's within reach."
capricorn,2011-01-07,"The willful Sun runs into a square with your key planet Saturn today, testing your ability to live up to your commitments. It's easy to get so excited that you believe you can defend your actions, but the ends don't justify the means. Your good intentions won't be sufficient now to overcome a bad judgment call or a misdirected use of authority. Forget about taking any shortcuts; instead, do what's expected of you with determination and grace."
aquarius,2011-01-07,"There's little margin for error today, so don't let your changing moods influence your actions. Acknowledging your feelings is one thing, but allowing your emotions to control your behavior now is not a good idea. Taking a few deep breaths before you do anything impulsively should give you sufficient time to rationally analyze your next move."
pisces,2011-01-07,"You might believe that it's in your best interest to avoid a discussion about your feelings today, but it's better to face the truth head-on than let it gnaw away at your confidence. You can broach nearly any subject if you approach it with kindness. However, with your imagination so active, it's crucial to stick with the facts. Save the dreaming for another day when there's not so much at stake."
aries,2011-01-08,"Today you have more options than usual because you're not restrained by reality. Although your fantasies might seem far out to others, you are capable of extraordinary accomplishments if you can concentrate on your ambitions. Nevertheless, it is wiser to include a practical perspective. Keeping your feet on the ground will give you the necessary traction to reach for the stars."
taurus,2011-01-08,"You may feel anxious today as your desires pull you into new territory while your common sense holds you in your current position. You're motivated by emotional and financial security, but you are still intrigued by a distant horizon. Even if you decide to further explore the unknown, don't abandon your present routine. Thankfully, you don't need to turn your life upside down in order to progress toward the future."
gemini,2011-01-08,"You may feel quite clever today, as if you took a smart pill that boosted your intelligence quotient. However, it's not a good idea to become too attached to your ability to think your way through any problem because rational thinking is a trap of its own. Don't rely on logic now; instead, try a different path into the future by allowing your intuition to take you for a ride."
cancer,2011-01-08,"You may be tempted to retreat into a fantasy world today as your thoughts float into imaginative realms where you are not bound by facts. Although anything is possible in your dreams, you can't avoid your closest friends and family who keep guiding you back to the present moment, making it impossible for you to fully escape. Accept that you must live in two worlds now and seek balance between objective circumstances and your subjective inner life."
leo,2011-01-08,"You may have a cool and detached attitude now that enables you to see the world differently. Although your interpersonal connections can be a source of anxiety, you don't need to let this lead you down a path of self-doubt. Stepping outside of your normal subjectivity gives you a new perspective. But don't make any significant changes yet; instead, be content with assimilating your current lessons into what you already know."
virgo,2011-01-08,"You may be thinking about improving your daily regimen, but could get sidetracked by worrying about the impact your lifestyle changes can have on someone else. Being sensitive to those close to you is important. Instead of just imagining the consequences of your actions, make a list of all the ways -- pros and cons -- that others could respond to your actions. Preemptively discussing the most significant potential problems could be enough to minimize any possible negativity before it manifests."
libra,2011-01-08,"You may have clarity around which chores you should do today, but this doesn't mean that you'll actually get them done. Even if you were planning on starting a project around the house, you could end up deciding that it's more important to give yourself a day off. Nevertheless, it's better if you're able to get into a creative flow and be productive in some way. If you have trouble settling down, engage in physical exercise to expend your excess energy."
scorpio,2011-01-08,"The intensity in your relationships continues to settle down today, but you cannot totally control all your reactions to what happens in your immediate environment. Although you're not looking for a melodrama, you don't want to hide the facts as you see them. Unfortunately, your unwillingness to play games now could make you seem less compassionate. Don't judge yourself harshly if you prefer nothing but the truth."
sagittarius,2011-01-08,"You may be feeling less certain about a recent decision, as today's events test your ability to maintain your integrity. You may feel like you know what's right in your heart, even if it doesn't necessarily agree with your logical conclusion. Making a choice can be stressful now. However, going along with the majority is easier if you feel like part of the family or group. Determine what works best for you and then stick with it."
capricorn,2011-01-08,"The spacey Pisces Moon visits your 3rd House of Communication this weekend, encouraging you to ramble on about whatever's on your mind. Although you might think that you're being sensitive to the needs of others, you're tempted to railroad right over their protests without even realizing what you're doing. It's great if you are eager to share your thoughts as long as you know when to quit. Conversations are fine, but all talk and no action doesn't really get you anywhere."
aquarius,2011-01-08,"Although you can be quite clever, don't put too much stock in finding a verbal solution to a social situation today. Your ability to turn on the charm now is a mixed blessing, for it also allows you to evade an important issue by dancing around it. Acknowledging your vulnerability with someone you trust is much better than acting like a know-it-all. When you admit that you don't have all the answers, then others feel like they have something to offer you for a change."
pisces,2011-01-08,"The Moon's return to your sensitive sign enables you to be a kinder and gentler person. However, it also can bring on self-doubt as you see a gulf between your current situation and your ideal life. Thankfully, the choice is yours; practice compassion or allow discouragement to stop you from opening your heart. As you choose your response, remember that you're also choosing your future."
aries,2011-01-09,"Although you may be discouraged today, you're not ready to give up hope. You believe that good news is just around the next corner and it will override whatever troubles you're now encountering. But don't try to hide your current dissatisfaction, because telling the truth can be the catalyst you need that breaks you out of a rut. Shaking things up might be exactly what the doctor ordered."
taurus,2011-01-09,"You could be surprised by the power of your reactions today because you thought you were okay with the way everything was progressing. If you are involved in a family matter or a group decision, it may be impossible to keep your emotions hidden from everyone else. Don't try to withhold your feelings, even if it means that you could be marginalized or even excluded by others. Remember, maintaining your integrity is always more important than receiving peer approval."
gemini,2011-01-09,"It's challenging for you to express your freedom today because meeting your obligations now is more critical than pursuing pleasure. Keep in mind that whatever you choose to do, the outcome won't be exactly what you expect. Ultimately, escaping responsibilities for the day won't be as much fun as you think, so it's wise to postpone playtime for now."
cancer,2011-01-09,"You might as well accept the fact that you're going to run into some old and familiar obstacles today that can get in the way of your personal plans. You may have imagined a perfect scenario for the day, only to find that your feelings aren't following the logical agenda created in your head. However, if you're flexible and can let go of your previous expectations, you should be able to make real progress on the home front."
leo,2011-01-09,"If you made promises to someone, they must be acknowledged now, even if there are pieces of the puzzle that are still missing. It's hard to know how to manage the current situation until you've gathered all the facts. Unfortunately, even if you're not ready, you can't get away with doing nothing today, so be prepared to make a choice based on the information you already have. You can always change your mind later if you learn something new."
virgo,2011-01-09,"You may be expecting a surprise, but the real news is that nothing very exciting happens today. Fortunately, you can have a good time anyway, but your emotions will be somewhat subdued. Withholding your reactions and displaying an even-keeled front so as not to interfere with your plans can be a successful strategy now, as long as you also pay attention to your changing moods."
