SIGN,DATE,TEXT
libra,2016-01-03,"Fortunately, your creativity is flowing directly from the source now, making it a breeze to be proactive in all your endeavors. Mercury's current visit to your 5th House of Self-Expression inspires eloquent communication and increases your mental agility. Still, you may need to fight for your right to speak your mind. Being considerate of people's feelings is an admirable trait, but don't allow your willingness to compromise stop you from doing what's best for you. Be as kind to yourself as you are to others."
scorpio,2016-01-03,"You might sense that someone is attempting to derail your plans behind your back, but it may just be your fears conjuring up these fantasies now. However, combative Mars and the evocative Moon return to your suspicious sign today, raising issues of jealousy or possessiveness in relationships. But don't succumb to your own negativity; the choice is truly yours. Choosing to believe in the best of others over all other options should be enough to keep the day rotating with a positive spin."
sagittarius,2016-01-03,"Your cheerful attitude can positively impact your immediate future, but self-doubt could wreak havoc on a perfectly good day.  Thankfully, delicious Venus forms a creative alignment with joyous Jupiter, lifting your spirits and raising your hopes. Make time to connect with your close friends because they will be the ones who can help to take your mind off of your troubles with a little laughter and a lot of love. Being mindful of your blessings keeps your heart humble."
capricorn,2016-01-03,"You may lock horns with your group of friends and find yourself in a standoff today, especially if you feel threatened by your own sense of insecurity. But other people's clever ideas are no match for your unforgiving persistence and the strength of your convictions. Although someone might provoke your anger now, don't let your emotions distract your focus from your ambitious goals. Your current optimism mixed with your unwavering concentration is an unbeatable combination."
aquarius,2016-01-03,You possess the gift of clear vision today and shouldn't let anyone dismiss your intuitive hunches. But interpersonal dynamics can get dicey if someone questions your authority. Your energy could quickly shift into a more aggressive posture now if you believe you need to defend your intentions. Don't bother justifying your dreams; just keep your eyes on the distant horizon and continue to march in that direction. Listen to your inner voice and your journey will be one of discovery and delight.
pisces,2016-01-03,"Although everyone seems very intense for some strange reason today, you're still able to stay slightly detached from your emotions. Luckily, your optimistic outlook on relationships enables you to sidestep an unnecessary conflict with someone who fundamentally disagrees with your position. Remember that you don't need to be right; you have absolutely nothing to prove now. Instead of stirring up trouble with a loved one, concentrate on manifesting your dreams."
aries,2016-01-04,"Withholding your thoughts today may be a sensible strategy, even if it's not easy to remain silent. Your key planet Mars is anxiously squaring contentious Mercury, making it exceptionally tough to speak your mind without blowing your cool. Even if you can keep your feelings under wraps for a while, you're likely to let loose later in the day. There's no question about it; the less you say now, the more peaceful your life is. Discretion is the better part of valor."
taurus,2016-01-04,"An unexpected social commitment could get in the way of your production at work today. You might be invited to participate in a group activity that distracts you from something that's less fun yet more important. Unfortunately, you may rush to say yes as a means of escape, even if it turns out to be a bad idea. Nevertheless, don't blame yourself  later if you wish you had chosen differently. All you need to do is make the best choices you can in the moment and take responsibility for the consequences. You reap what you sow."
gemini,2016-01-04,"You're not exactly certain what others expect from you today. However, you're ready to swing into action even if you don't know which direction you're going. Part of the problem is that interactive Mercury has you hyper-focused on the future while its square to impetuous Mars heightens your impatience. Nevertheless, flying by the seat of your pants now is asking for trouble you don't need. Spending extra time studying your maps increases your chances of arriving at the right destination."
cancer,2016-01-04,"You might get up on the wrong side of the bed today. Fortunately, early morning dissatisfaction can transform into afternoon hope, even if you don't have a clue as to how it might happen. It all starts with having faith in your dreams. If you believe in yourself, others will pick up on your optimism. It's like starting a fire from a spark; nurturing a tiny flame can turn it into the fuel of inspiration. Your positivity is contagious; it's your attitude that determines your failure or success."
leo,2016-01-04,"Normally, you perform well under pressure, but formidable obstacles are not easily dismissed today. You're less certain about a recent decision, but might not want to expose your vulnerability by sharing your fears. Don't waffle now, even if you're unsure of your next move. It's simpler in the long run to take a strong position, even if it leads to conflict. At least others will know exactly where they stand and can make their plans accordingly."
virgo,2016-01-04,"You're eager to show everyone how adaptable you are today, but your patience may be running thin as clever Mercury squares impulsive Mars in your 3rd House of Communication. You wish that people would state their needs more clearly because you don't understand what they want. But rather than wasting energy criticizing others for being indecisive, just move forward by following through with your plans. Putting your own life in order is more constructive now than trying to manage anyone else's."
libra,2016-01-04,"You're highly sensitive to people's unexpressed feelings today and may try to settle the tense dynamics by boldly walking into the middle of a conflict. You have your own point of view, but still believe in the process of open dialogue. Unfortunately, the more you hear, the more you realize the current stress might not have an immediate resolution. Instead of pretending you know what to do, share your uncertainty. Ironically, your honesty catalyzes a solution that seemed impossible only moments before."
scorpio,2016-01-04,"Your unwavering commitment to the truth as you see it may generate some unexpected backlash today. You may struggle to open your mind as you're asked to entertain a variety of possibilities. You truly want to be more flexible, but too many choices can be quite overwhelming now. Nevertheless, it's wise to listen to the needs of everyone involved. The good news is that you can win what you want if you're acting like a team player. Everyone is more willing to compromise once competition turns into cooperation."
sagittarius,2016-01-04,"Although romance might be in the air, it's difficult to bring it down to earth today. You're so eager to engage your heart in an interaction with someone special that you can't separate your wishes from the true dynamics. Talking about your feelings helps to ground your expectations, but don't expect miracles now since there may be insurmountable differences of opinion between you and another person. Just remember that you can respect an opposing point of view without having to support it. A healthy relationship is built on mutual respect not blind agreement."
capricorn,2016-01-04,"No matter how disciplined or determined you are  today, you won't likely accomplish everything on your agenda. You're all too easily distracted because your curiosity is aroused by every new idea that floats your way. Unfortunately, you may grow anxious when you realize these mental diversions aren't leading you to your desired destination. But the information you learn now can be worthwhile later, even if you're not making tangible progress. Be patient, you'll be able to see the big picture soon enough."
aquarius,2016-01-04,"You may grow worried if you can't pin down a sensible course of action at work now. Even if you have a viable strategy for getting ahead, you're not sure that your timing is right. It's unsettling if you don't receive the support you expect now that assertive Mars squares interactive Mercury in your 1st House of Personality. But don't jeopardize your long-term plans with feelings of impatience or doubt. Sometimes you just have to wait for the right opportunity to knock at your door."
pisces,2016-01-04,"Visualizing the final outcome of your decisions is nearly impossible today; however, you can have a fine time by spinning a few fantasies within your imagination. Nevertheless, it's still a struggle to keep your behavior consistent with your thoughts while self-directed Mars crosses paths with rational Mercury in your 12th House of Spirituality. Forget about trying to explain your actions to anyone else, since the more you say now, the less sense you make. Eleanor Roosevelt wrote, ""The future belongs to those who believe in the beauty of their dreams."""
aries,2016-01-05,"You're already busy networking with your friends and associates these days because Mercury has set up shop in your 11th House of Groups. However, as the Trickster turns retrograde, you begin to reconsider your career strategy and want to share your revised goals with your peers. Discussing your future is a prelude to the pragmatic planning that must follow as you imagine the possibilities ahead. What you talk about today is the foundation for all your tomorrows."
taurus,2016-01-05,"Your role in the community is integrally connected with your career now that Mercury turns retrograde in your 10th House of Public Life. Perhaps these last weeks have felt like a whirlwind as you tried to finish a complicated job even with the noisy interference of the holiday season. However, you soon realize there's more work to do when others point out the missing pieces of the puzzle. Thankfully, you budgeted extra time in your schedule for just this sort of contingency. Taking pride in your performance demonstrates your professional touch."
gemini,2016-01-05,An ongoing project may have expanded way beyond your original intent. Now you begin to realize that you need to scale back your vision and bring your expectations down to size. Mentally agile Mercury's retrograde dance in your 9th House of Big Ideas reveals where your strategy isn't supported by reality. It's one thing to maintain a positive attitude about your aspirations; just make sure to review the steps that are required to successfully reach your destination. Practice makes perfect.
cancer,2016-01-05,"You may be hypersensitive as the winged messenger turns backward in your 8th House of Deep Sharing. Intimacy is built on clear communication, yet it's challenging to say what you mean today. Unfortunately, you can't move forward without including others in your plans, even if they seem to have a different agenda. If all the dissonance starts to wear you down, consider a temporary retreat until you regain your emotional balance. Being nervous isn't a bad thing; listen to your intuition when it's telling you to pay attention."
leo,2016-01-05,"Emotional stress may impact a partnership now until you address important issues through honest communication. Unfortunately, mischievous Mercury has slammed on the brakes and has shifted into reverse gear while visiting your 7th House of Relationships. Starting a conversation isn't easy, but don't miss this opportunity to clean up old business. Interpersonal dynamics can change quickly now, even if they are currently stuck in a difficult place. Take a chance; nothing ventured, nothing gained."
virgo,2016-01-05,"Normally, you're quite adept at managing the complexities of modern living by breaking down big jobs into smaller components. However, you may be preoccupied these days by the practical demands of your everyday routine. It's challenging to know how to improve the quality of your life now that Mercury is turning retrograde in your 6th House of Habits. Without your constant vigilance, the daily grind could quickly unwind. Thankfully, if you keep a watchful eye on the details for the next few weeks, the bigger decisions will likely fall into place on their own."
libra,2016-01-05,"You may be asked to revisit old issues which makes you feel like you're running in circles these days. The messenger planet is backtracking in your 5th House of Play, possibly bringing more fun and creativity into your life during this planetary period of review. However, you might need to relax your current agenda and go with the flow today, even if it pulls you in the wrong direction. Don't worry about where you are going now; your destination will become clear soon enough."
scorpio,2016-01-05,"You are often a champion at overcoming obstacles, especially when they are between you and the object of your intentions. However, Mercury's retrograde in your 4th House of Security makes you question your competence. You could overcompensate by bulldozing your way through anything blocking your path. Unfortunately, impulsive aggression will be counterproductive now. Don't do anything drastic today; just rethink your options from every possible angle and act only when the time is right."
sagittarius,2016-01-05,"You are your own greatest enemy today as you inadvertently work against your success. Although you feel uncommonly resistant to change, the pressure to reconsider your current path is intensifying all around you. Discussing your alternatives with trusted friends is wise when Mercury the Messenger turns retrograde in your 3rd House of Communication. However, it's foolish to dig in your heels so you can prove to everyone that you know best. Proceed slowly if that adds to your confidence, but remember that exercising flexibility now will make your life less frustrating in the days ahead."
capricorn,2016-01-05,"You may discover you have more work to do to shore up your finances, especially if you've been concerned about your fiscal stability recently. But Mercury's retrograde turn in your 2nd House of Money cautions you against making immediate changes because you could act carelessly in a way that negatively affects your bank account. The more obsessive you feel, the more you need to cool your jets. Oddly enough, putting a little distance between you and your current predicament gives you the objectivity you need to decide upon a clear course of action."
aquarius,2016-01-05,"Routines that you recently established might start to fall apart now. But avoid the trap of thinking that everything has to be fixed right away. Nevertheless, today's retrograde turn of mischievous Mercury is all about you because the Cosmic Trickster is backpedaling in your sign. You can minimize frustration by buckling down and putting in the necessary work while simultaneously cutting yourself some slack along the way. Practicing patience isn't always easy for you, but it certainly can help now. Maintaining a healthy sense of humor allows you to keep everything in perspective."
pisces,2016-01-05,"Your thoughts may be out of sync with your actions now that cerebral Mercury turns retrograde in your 12th House of Fantasy. Although you might be able to see some progress, the rational part of your mind is working overtime to analyze your current situation and reevaluate your plans for the weeks ahead. But don't make any major decisions yet; the underlying stability will likely outlast your temporary uncertainty. Nevertheless, be prepared to change your mind several times over the next few days as you recover missing information. Clarity will return once the winds of fate start to settle down."
aries,2016-01-06,"You may be so blinded by your own plans now that you could blur the lines between your true ambitions and your immediate need for some excitement. You might even be attracted to danger as your desire to flush your system with adrenaline overtakes your logical mind. It's okay to push your own boundaries, but be conscious and cautious about intruding into someone else's safe space."
taurus,2016-01-06,"You might secretly try your hand at manipulating others today, or you may be the subject of someone else's underhanded maneuvers. As tempted as you might be to pull the strings that will create the desired effects, try to steer clear of this kind of control, especially if your emotions seem too extreme. It's admirable to know what you want, but not if it takes over the rest of your life. If you see yourself becoming obsessed, back off and chill out until the intensity passes."
gemini,2016-01-06,"You might come on too strong in your attempts to convince someone of your competence today. Even if you think you are making wise use of your communication skills, your quick mind can create more trouble faster than you can imagine. An important piece of information might be missing from your consideration now, and it could be better to postpone your performance until you have the whole picture. Keep gathering data until you know what's real."
cancer,2016-01-06,"If your intuition tells you that something isn't right, remember to trust your inner voice. Intense emotions are motivating you and others now, and you might feel overwhelmed as you attempt to discern what's most important. You're pulling in a wide palette of feelings. If you are afraid of being inundated by too much detail, have faith in the process of transformation instead of withdrawing into denial."
leo,2016-01-06,"You are riding on a trajectory of inevitability that is changing everything. You can't take total control, even if your intentions are honorable, for others might interpret your actions as power-hungry meddling, rather than just helpful. If something breaks down, this could be a sign that it needs to be eliminated from your life as you clean up your act and get ready for what's next."
virgo,2016-01-06,"Even if you are confident about what you are doing today, your over-expressive zeal could lead others to assume you are insincere. The fact is there may be something you are hiding and the secrets just add to the appearance that you're trying to mislead someone. You may think you can handle this dilemma by ignoring it, but consider the radical alternative of telling the entire truth."
libra,2016-01-06,"If you feel like you're being forced up against a wall, you might say more than you ever intended. What comes out of your mouth now could even shock you, for it can be highly charged with extreme emotion. But these aren't normal times. You know what you need and now have the power to do whatever it takes to get it. Just remember that your path is easier when you travel with a companion, so soften your words and listen with your heart."
scorpio,2016-01-06,"You have plenty riding on how you handle an explosive situation today while the Sun is still joined with your key planet, Pluto. Even if you are normally comfortable with your own strength, you may pack more of a punch than you realize. If you stay fully aware of your actions, you will be able to move closer to your goals. But if you react unconsciously, you may end up being manipulated by your own abuse of power."
sagittarius,2016-01-06,"You may wrongly believe that you're unstoppable now, unless you know exactly when to call it quits. You're playing at the top of your game now, but you might not have the common sense to hold back now. You could provoke unneeded resistance from others who feel you are attacking them. Even if you are on a roll, you're probably not as important as you would like to believe. Success is more easily attained today by practicing humility."
capricorn,2016-01-06,"You're fully aware of your inner strength now as you resolve to do a project your own way. However, problems arise if your extreme behavior motivates you to steamroll over someone who is resistant to your control. Nothing positive will come from intense ego battles. It makes more sense to soften your stance today instead of acting like the tough guy. Gentle persuasion is more effective than relentless pressure."
aquarius,2016-01-06,"An overwhelming desire to act in a rebellious manner can create a real mess now. If you take things too far, it won't be easy to recover what you lose in the process of being yourself. What seems like an exciting moment at first turns into a complex web of unspoken passion. Be cautious, since heading down this path also requires you to change in unexpected ways."
pisces,2016-01-06,"You must step up and fully own the magnetic power others see in you today. If you remain in denial, the challenges will continue to grow. However, a strategy based on avoidance could leave you feeling victimized by the unfolding circumstances. However, you can learn a lot about yourself and the changes ahead if you face your fears instead of looking for the easy way through."
aries,2016-01-07,"You can't contain your excitement today as the obstacles to pursuing your happiness seem to fall away. You may be buzzing with anticipation about an upcoming adventure, but satisfaction isn't as close as you think now. Don't be flippant about the complexities you must manage or you could miss the nuggets of wisdom waiting to be discovered. If you're truly serious about your goals, you just might be able to execute your plans flawlessly. Humility is the ticket to your success."
taurus,2016-01-07,"Keeping up with your social commitments is super-stressful when there are too many demands on your time. Thankfully, you're capable of stretching beyond your usual limits today, but don't overextend too far or you will upset the delicate balance between work and play. Holding onto the spirit of the holiday season long after it has passed is a lovely goal, but don't be afraid to end the party if your common sense warns you that it's time to get back to work. The key to maintaining a healthy balance is knowing when you lost it."
gemini,2016-01-07,"It's tempting to jump on someone's bandwagon today because you're currently more interested in enjoying yourself than with achieving success. Luckily, the Moon's presence in your 7th House of Companions amplifies the strength of another person's strategy, further enticing you to drop your previous plans. Your cooperative spirit empowers you to work seamlessly with others now; the joy of collaboration brings you more emotional satisfaction than doing something on your own."
cancer,2016-01-07,"You're cautiously optimistic about what you can finish at work today, but your expectations might be slightly unrealistic. You don't know what unscheduled crisis might rear its ugly head, so streamline your to-do list as a proactive measure. Rather than wasting time on tasks you can't complete, focus on accomplishing the most important ones; otherwise, you could exhaust your resources before the day is done. Conserving your energy is your ace in the hole."
leo,2016-01-07,"You are on a creative burn today with the buoyant Sagittarius Moon bouncing around in your 5th House of Self-Expression. However, you're not in the mood to perform the repetitive tasks that may still be required of you now. Be careful about reacting before you make a plan because your frustration could explode into an emotional outbreak that flips your day upside down. Practicing patience might be your greatest challenge now, but it also is the most effective weapon to combat your stress."
virgo,2016-01-07,"You might believe you can achieve anything you focus your intention on now. Unfortunately, your schedule could fall apart at the seams if someone's need for independence clashes with your agenda. You may be required to reinvent your day on the fly or postpone tasks when something requires more time than you expected. Your immediate reaction could upset others, but your reassurances should settle them down. However, it's more important to remain true to your purpose now than to be sidetracked by anyone else."
libra,2016-01-07,"Stuffing one more activity into your day could be the straw that breaks the camel's back. But you may not realize anything has gone wrong until after the fact. The entire house of cards might need to fall in order to alleviate the tension if you stretch your commitments too far. Even if you're confident that all is well in your world today, it's still smart to lighten your calendar before you find yourself in hot water. Sometimes saying no to one thing is really saying yes to everything else."
scorpio,2016-01-07,"Exercising caution is wise today because the adventurous Sagittarius Moon in your 2nd House of Possessions encourages you to spend more than you should. Your discretionary funds may be more limited than you want to admit, so budgeting your resources is a strategic move. It's smarter to acknowledge how easily you can fool yourself before you end up facing an unnecessary cash crisis. Thankfully, a little sensible planning goes a long way to ease your concerns. A penny saved is a penny earned."
sagittarius,2016-01-07,"You're surfing a wave of self-confidence, but ignoring practical details can lead you astray. Relying on your logic instead of your optimism is a good idea now, but it's not easy to maintain a balanced perspective. Your visionary powers are so strong today that you could easily trick yourself into believing you're invincible. Don't avoid reality just because it's unpleasant. Positive thinking improves the situation as long as you face the truth."
capricorn,2016-01-07,"You prefer taking a rational approach to complicated situations, especially while the radiant Sun is shining in your sensible sign. Unfortunately, the current circumstances defy logical analysis. Instead of downplaying your creativity by trying to stay on a straight and narrow path, give yourself permission to be inspired by your imagination. Don't justify your choices to anyone today; simply trust in the process. Your intuition is a gateway to other dimensions."
aquarius,2016-01-07,"Your dreams are the source of great inspiration but they may also lead you in a more practical direction today. Three planets lurking in your 11th House of Long-Term Goals lure you out of the present reality and into the world of possibilities. Luckily, your imaginative excursions can have a lasting influence on whatever comes next in your life. But instead of just losing yourself in fantasyland now, consciously paint your future with the colors of your mind."
pisces,2016-01-07,"You're pretty confident about your prospects now, believing you have the ability to advance your career path simply through the power of positive thought. However, your visions might be distorted, causing you to see your future through the rose-colored glasses of your desires. Nevertheless, there's no reason to assume the worst-case scenario, either. Don't avoid difficult facts today; a reality check only heightens your chances for success."
aries,2016-01-08,"Giving someone the cold shoulder isn't nice, even if you want to send a message of disapproval today. Withdrawing support isn't helpful if your response is actually based on your current fear of the unknown. It's more productive to engage in an honest discussion about the cause of your concerns without throwing any blame around. However, don't expect the tension to dissipate immediately. A river cuts through rock not because of its power but because of its persistence."
taurus,2016-01-08,"It's no fun feeling like you're being left out of all the action today. It's as if there's an emotional chill in the atmosphere now that affectionate Venus is burdened by the weight of karmic Saturn. Although you might push back against the resistance at first, the smartest way to turn an uncomfortable situation into a sweet one is to let go of control. Relinquish some of your independence voluntarily; it's a small price to pay in the big scheme of things and can improve your chances of feeling like you're a part of the pack."
gemini,2016-01-08,"You may be required to make a tough choice today, especially if you're not one to sign on to a commitment easily. You could be quite convincing now as you reveal your desire for greater intimacy in a relationship, but you might still feel the urge to run for the hills if someone gets too close to your heart. Thankfully, you're not doomed to repeat the same old patterns just because you're worried about getting hurt. Mustering up the courage to push past your fears is the secret to your happiness."
cancer,2016-01-08,"Gaining support from a coworker is tricky business today, but you won't know what you might receive unless you ask for it. Even if you can't imagine that anyone will actually go the extra mile on your behalf, taking a calculated risk could turn out in your favor. Don't scare yourself by assuming the current situation demands an all-or-nothing approach. Instead, be cautious and systematically establish common ground as the basis of a solid working relationship. You're not alone; let others nurture you the way you would nurture them."
